gene	Ambalavanan_25449221	Da_paepe_20718599	Hadchoul_data	Hamvas_30342483	Li_26030808	Torgerson_30113228	Wang_23897914	Ahmed_37839510	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Bhattacharya_33552042	Dai_34276789_data	Fulton_30459472	Gong_32412065	Luo_36514862_eqtl	Oji_mmuo_33177681_mRNA	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Shen_33093882	Siddiah_37123538	Tsotakos_35947545_down	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	maic_score	contributors	
CHTF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290489	0	1.087290489	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
WEE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290479	0	1.087290479	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC107985998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290469	0	1.087290469	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TMC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290459	0	1.087290459	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105374076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290439	0	1.087290439	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RPL23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290429	0	1.087290429	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TAS2R7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290419	0	1.087290419	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
STX17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290409	0	1.087290409	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
OSBPL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290399	0	1.087290399	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ZNF266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290389	0	1.087290389	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
SNRK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290379	0	1.087290379	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
BRD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290369	0	1.087290369	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
DAAM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290349	0	1.087290349	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ECI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290329	0	1.087290329	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
SRD5A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290309	0	1.087290309	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC107985427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290299	0	1.087290299	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105373680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290279	0	1.087290279	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105374348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290269	0	1.087290269	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MIR548AR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290249	0	1.087290249	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC107985933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290239	0	1.087290239	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105371310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290229	0	1.087290229	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MAD1L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290219	0	1.087290219	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105375323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290199	0	1.087290199	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290189	0	1.087290189	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
NDUFAF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290179	0	1.087290179	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CDH22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290169	0	1.087290169	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105372976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290159	0	1.087290159	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
FGF12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290149	0	1.087290149	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CD82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290139	0	1.087290139	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105372026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290109	0	1.087290109	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RFESD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290089	0	1.087290089	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
SLC12A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290079	0	1.087290079	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
UTP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290059	0	1.087290059	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TBCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290049	0	1.087290049	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
BARX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290039	0	1.087290039	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ELOVL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290029	0	1.087290029	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PCCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289999	0	1.087289999	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC01206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289989	0	1.087289989	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
SNX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289979	0	1.087289979	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC101929400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289969	0	1.087289969	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ATP6V1G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289959	0	1.087289959	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ZGLP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289949	0	1.087289949	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
HNRNPU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289929	0	1.087289929	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105372145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289899	0	1.087289899	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
INS-IGF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289879	0	1.087289879	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CIZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289869	0	1.087289869	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC107986602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289859	0	1.087289859	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105379752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289849	0	1.087289849	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
QRICH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289839	0	1.087289839	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC101928093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289829	0	1.087289829	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
USP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289819	0	1.087289819	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PKP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289809	0	1.087289809	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
HOMEZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289799	0	1.087289799	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC101927764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289789	0	1.087289789	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LARP1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289779	0	1.087289779	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ASCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289769	0	1.087289769	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PPP1R14C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289759	0	1.087289759	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105375271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289749	0	1.087289749	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
USP50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289739	0	1.087289739	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105375127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289719	0	1.087289719	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PPP6R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289709	0	1.087289709	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC01267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087289699	0	1.087289699	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC107986019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087280466	0	0	1.087280466	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC105376273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087273095	0	0	1.087273095	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
SLFNL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087265724	0	0	1.087265724	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
DNMT3L-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087258353	0	0	1.087258353	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC101929058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087243611	0	0	1.087243611	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
PNLDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087228869	0	0	1.087228869	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC105378327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087221498	0	0	1.087221498	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
ANKRD44-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087206756	0	0	1.087206756	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
PTCHD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087199385	0	0	1.087199385	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC107984613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087192014	0	0	1.087192014	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
ICAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087184643	0	0	1.087184643	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
ADGB-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087177272	0	0	1.087177272	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
CDC42EP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087169901	0	0	1.087169901	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
ACOX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08716253	0	0	1.08716253	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
ATP6V1B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087155159	0	0	1.087155159	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
POLA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087147788	0	0	1.087147788	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC105372160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087140417	0	0	1.087140417	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
FAM107B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087133046	0	0	1.087133046	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
NCS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087125675	0	0	1.087125675	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LINC02542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087118304	0	0	1.087118304	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
CBFA2T3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087110933	0	0	1.087110933	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC101928465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087103562	0	0	1.087103562	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
SNORD128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087081449	0	0	1.087081449	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
USF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087074078	0	0	1.087074078	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LRRFIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087066707	0	0	1.087066707	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
SENP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087051965	0	0	1.087051965	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
KANSL1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087044594	0	0	1.087044594	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC107987209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087037223	0	0	1.087037223	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LINC02815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087029852	0	0	1.087029852	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
MRLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087022481	0	0	1.087022481	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
DBIL5P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08701511	0	0	1.08701511	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LINC00211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087000368	0	0	1.087000368	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC105377678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086992997	0	0	1.086992997	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC105371703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086985626	0	0	1.086985626	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
RGMA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086978255	0	0	1.086978255	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
CCIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086970884	0	0	1.086970884	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
RBM19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086963513	0	0	1.086963513	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
COL6A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086956142	0	0	1.086956142	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
ZNFX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0869414	0	0	1.0869414	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
M1AP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086926658	0	0	1.086926658	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
NOVA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086919287	0	0	1.086919287	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
ST6GAL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086911916	0	0	1.086911916	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
GRAMD2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086904545	0	0	1.086904545	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
FBXL15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086897174	0	0	1.086897174	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC105370831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086875061	0	0	1.086875061	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC105370559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086860319	0	0	1.086860319	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
SNORD152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086845577	0	0	1.086845577	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
SPSB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086830835	0	0	1.086830835	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
C1QC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086816093	0	0	1.086816093	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
HSD11B1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086808722	0	0	1.086808722	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
ALDH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086801351	0	0	1.086801351	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
ACCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08679398	0	0	1.08679398	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LHFPL3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086779238	0	0	1.086779238	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
SNORD170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086771867	0	0	1.086771867	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LINC00174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086764496	0	0	1.086764496	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
FER1L6-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086757125	0	0	1.086757125	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
SNORD158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086749754	0	0	1.086749754	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
FAM170A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086742383	0	0	1.086742383	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
FAM50B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086735012	0	0	1.086735012	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC105375746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086727641	0	0	1.086727641	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
CLUH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08672027	0	0	1.08672027	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
NSUN7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086712899	0	0	1.086712899	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
HDAC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086690786	0	0	1.086690786	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
ARHGAP32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086683415	0	0	1.086683415	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
ELMO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086668673	0	0	1.086668673	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
GATA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086661302	0	0	1.086661302	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
