Mouse Genes,Human Ortholog Symbol
Mif,ENSG00000240972
Slx4ip,ENSG00000149346
Setd3,ENSG00000183576
Ltbp4,ENSG00000090006
Itga7,ENSG00000135424
Myc,ENSG00000136997
Vash2,ENSG00000143494
L3mbtl2,ENSG00000100395
Ankrd66,ENSG00000230062
Rp1,ENSG00000187048
Fam178b,ENSG00000168754
Zfp169,ENSG00000175787
Hmga2,ENSG00000149948
Raf1,ENSG00000132155
Bcas1,ENSG00000064787
Slc27a1,ENSG00000130304
Cd160,ENSG00000117281
Fdx1l,ENSG00000267673
Tln1,ENSG00000137076
Man2c1,ENSG00000140400
Gnb2l1,ENSG00000204628
Mapk8ip1,ENSG00000121653
Lars2,ENSG00000011376
Gipc2,ENSG00000137960
Snapin,ENSG00000143553
Gprc5b,ENSG00000167191
Nek11,ENSG00000114670
Ctns,ENSG00000040531
Adprm,ENSG00000170222
Heatr2,ENSG00000164818
Zfp362,ENSG00000160094
Mrpl13,ENSG00000172172
Nrf1,ENSG00000082641
Trim37,ENSG00000108395
Ttc39a,ENSG00000085831
Akr7a5,ENSG00000211454
Eif4e3,ENSG00000163412
Lats2,ENSG00000150457
Stac3,ENSG00000185482
Necap2,ENSG00000157191
Mrps11,ENSG00000181991
Syna,ENSG00000244476
Vamp1,ENSG00000139190
Pdp2,ENSG00000172840
Tprn,ENSG00000176058
Dtymk,ENSG00000168393
Nufip1,ENSG00000083635
Sdhd,ENSG00000204370
Mib1,ENSG00000101752
Mlc1,ENSG00000100427
Pcnx,ENSG00000100731
Chek1,ENSG00000149554
Tpx2,ENSG00000088325
Krt23,ENSG00000108244
Rras2,ENSG00000133818
Etl4,ENSG00000120549
Hmox2,ENSG00000103415
Top3b,ENSG00000100038
Rab14,ENSG00000119396
Igip,ENSG00000182700
Vps13a,ENSG00000197969
Il1r1,ENSG00000115594
Hoxa1,ENSG00000105991
Hmgn1,ENSG00000205581
6330403K07Rik,ENSG00000286190
Mtmr14,ENSG00000163719
Lrrc58,ENSG00000163428
1810011H11Rik,ENSG00000204161
Rarres2,ENSG00000106538
Pgap1,ENSG00000197121
Epcam,ENSG00000119888
Prim2,ENSG00000146143
Vwa9,ENSG00000138614
Ahsa1,ENSG00000100591
Zfp60,ENSG00000197782
Nsmaf,ENSG00000035681
Lmod1,ENSG00000163431
Aldh18a1,ENSG00000059573
Has3,ENSG00000103044
Ubb,ENSG00000170315
Cers6,ENSG00000172292
Paip1,ENSG00000172239
Lrrc26,ENSG00000184709
Hist2h2aa1,ENSG00000288825
1700037H04Rik,ENSG00000101220
Slmo2,ENSG00000101166
Pqbp1,ENSG00000102103
Lrrn3,ENSG00000173114
Mitf,ENSG00000160180
Llph,ENSG00000139233
Rad18,ENSG00000070950
Naca,ENSG00000196531
Angel2,ENSG00000174606
Hp1bp3,ENSG00000127483
Loh12cr1,ENSG00000165714
Tmed8,ENSG00000100580
Cdv3,ENSG00000091527
Efcab10,ENSG00000185055
Tnfaip8l3,ENSG00000183578
Slc35b4,ENSG00000205060
Mcm2,ENSG00000073111
Sun1,ENSG00000164828
Myl12b,ENSG00000118680
Rbm22,ENSG00000086589
Kdm1b,ENSG00000165097
Ncmap,ENSG00000184454
Cenpj,ENSG00000151849
Lrrc10b,ENSG00000204950
Pes1,ENSG00000100029
Ndufs4,ENSG00000164258
Uba2,ENSG00000126261
Klhl38,ENSG00000175946
Bex4,ENSG00000102409
Spata18,ENSG00000163071
Tmem185b,ENSG00000226479
Mcm3,ENSG00000112118
Opcml,ENSG00000183715
Wasf3,ENSG00000132970
Twistnb,ENSG00000105849
Dcbld2,ENSG00000057019
Zfp61,ENSG00000167380
Sncg,ENSG00000173267
Hist1h1c,ENSG00000187837
Pank1,ENSG00000152782
Tnfrsf10b,ENSG00000157873
Rnf115,ENSG00000265491
Asphd2,ENSG00000128203
Msi1,ENSG00000135097
Pigl,ENSG00000108474
Wdr52,ENSG00000206530
Smc5,ENSG00000198887
Nbr1,ENSG00000188554
Ptch2,ENSG00000117425
Serinc5,ENSG00000164300
Phf20,ENSG00000025293
Iws1,ENSG00000163166
Dsg2,ENSG00000046604
Ppapdc2,ENSG00000205808
Cttnbp2nl,ENSG00000143079
Tonsl,ENSG00000160949
Ikzf4,ENSG00000123411
Gemin7,ENSG00000142252
Txnl4a,ENSG00000141759
Pcdh1,ENSG00000156453
Mfap3,ENSG00000037749
Rap1gap,ENSG00000076864
Ccdc115,ENSG00000136710
Pam16,ENSG00000217930
Tmem248,ENSG00000106609
Pycrl,ENSG00000104524
Oasl1,ENSG00000135114
Magix,ENSG00000269313
Dhx57,ENSG00000163214
Lrrc56,ENSG00000161328
BC029722,ENSG00000126005
Meis1,ENSG00000143995
Cyp20a1,ENSG00000119004
Usp11,ENSG00000102226
1700013F07Rik,ENSG00000179902
Ggct,ENSG00000006625
Mrpl52,ENSG00000172590
Plekha1,ENSG00000107679
Rab1b,ENSG00000174903
Dimt1,ENSG00000086189
Chmp1b,ENSG00000255112
Rfx3,ENSG00000080298
Gpr146,ENSG00000164849
Spred3,ENSG00000188766
Ppp2r5d,ENSG00000112640
Zzz3,ENSG00000036549
Serp1,ENSG00000120742
Ephb6,ENSG00000106123
Trim13,ENSG00000204977
Rabep2,ENSG00000177548
Elp2,ENSG00000134759
Hes6,ENSG00000144485
Znhit3,ENSG00000273611
Ctnnd2,ENSG00000169862
Txndc15,ENSG00000113621
Lmbrd2,ENSG00000164187
Myo9b,ENSG00000099331
Cds1,ENSG00000163624
Nudt16l1,ENSG00000168101
Diap3,ENSG00000139734
Dpp4,ENSG00000197635
Ash1l,ENSG00000116539
Sv2c,ENSG00000122012
Gpd1,ENSG00000167588
Nfia,ENSG00000162599
H2-T24,ENSG00000204592
Gm101,ENSG00000163075
Cdc45,ENSG00000093009
Gins4,ENSG00000147536
Slc25a33,ENSG00000171612
Acp2,ENSG00000134575
Oxct1,ENSG00000083720
Arrdc2,ENSG00000105643
Nudt12,ENSG00000112874
Fgl2,ENSG00000127951
Thbs3,ENSG00000169231
Baz1b,ENSG00000009954
Ccni,ENSG00000118816
C1qb,ENSG00000173369
Nkiras1,ENSG00000197885
Alox12,ENSG00000108839
Kat5,ENSG00000172977
Ccdc167,ENSG00000198937
Apmap,ENSG00000101474
Fsd1l,ENSG00000106701
Rnf10,ENSG00000022840
Lat,ENSG00000213658
Tmem160,ENSG00000130748
Susd4,ENSG00000143502
Fem1c,ENSG00000145780
Rprd1b,ENSG00000101413
Stxbp3a,ENSG00000116266
Rnf34,ENSG00000170633
Ak6,ENSG00000273841
Rock1,ENSG00000067900
Olfr78,ENSG00000167332
Vsig10,ENSG00000176834
Capn2,ENSG00000162909
Gstm1,ENSG00000134184
Kif26b,ENSG00000162849
Atrnl1,ENSG00000107518
Lmo2,ENSG00000135363
Mylk,ENSG00000065534
Galm,ENSG00000143891
Prlr,ENSG00000113494
Vsig10l,ENSG00000186806
Pms2,ENSG00000122512
Rpl27,ENSG00000131469
Plin1,ENSG00000166819
Chic1,ENSG00000204116
Psme1,ENSG00000092010
Chd2,ENSG00000173575
Ckmt1,ENSG00000237289
Rpl7l1,ENSG00000146223
Stx2,ENSG00000111450
Fam212b,ENSG00000197852
Grap,ENSG00000154016
Cacng7,ENSG00000105605
Eme2,ENSG00000197774
Nucb1,ENSG00000104805
Pofut1,ENSG00000101346
Mrps9,ENSG00000135972
Ppm1d,ENSG00000170836
Fmo1,ENSG00000010932
Sh3rf3,ENSG00000172985
Evi5,ENSG00000067208
Crkl,ENSG00000099942
Synj1,ENSG00000159082
Ubr5,ENSG00000104517
Sugp2,ENSG00000064607
Rhot1,ENSG00000126858
Fam43a,ENSG00000185112
Tmem223,ENSG00000168569
Nprl3,ENSG00000103148
Dram1,ENSG00000136048
Pex11b,ENSG00000131779
Nek6,ENSG00000119408
Zfp160,ENSG00000197497
Cdyl,ENSG00000153046
Sv2a,ENSG00000159164
Lama3,ENSG00000053747
AW209491,ENSG00000136197
Map3k4,ENSG00000085511
Dnah10,ENSG00000197653
Tgfbrap1,ENSG00000135966
Ndufs8,ENSG00000110717
Tfap4,ENSG00000090447
Pgbd1,ENSG00000137338
Tysnd1,ENSG00000156521
Rab22a,ENSG00000124209
Xrcc2,ENSG00000196584
Xrra1,ENSG00000166435
Tpcn2,ENSG00000162341
Serinc3,ENSG00000132824
Dnah7b,ENSG00000118997
Nhsl2,ENSG00000204131
Ggnbp2,ENSG00000278311
Sh3kbp1,ENSG00000147010
Sulf2,ENSG00000196562
Acox3,ENSG00000087008
Cnot11,ENSG00000158435
Slc35b1,ENSG00000121073
Pgap2,ENSG00000148985
Rplp1,ENSG00000137818
Per3,ENSG00000049246
Ccdc66,ENSG00000180376
Gm14288,ENSG00000170100
Zfp839,ENSG00000022976
Dnah9,ENSG00000007174
Slc38a10,ENSG00000157637
Pias2,ENSG00000078043
Spag17,ENSG00000155761
Il15,ENSG00000164136
Mapk9,ENSG00000050748
Ccdc73,ENSG00000186714
Ghdc,ENSG00000167925
Rps27a,ENSG00000143947
Bin3,ENSG00000147439
Stc2,ENSG00000113739
Parl,ENSG00000175193
Kars,ENSG00000065427
Arl14ep,ENSG00000152219
Pif1,ENSG00000140451
Prkcz,ENSG00000067606
Gnpda1,ENSG00000113552
Dnah1,ENSG00000114841
Mapk1ip1l,ENSG00000168175
BC048403,ENSG00000174206
Ubl5,ENSG00000198258
Ssr4,ENSG00000180879
Wdr48,ENSG00000114742
Lrrn4cl,ENSG00000177363
Srl,ENSG00000185739
Slc25a19,ENSG00000125454
Slc35g2,ENSG00000168917
Araf,ENSG00000078061
Irf9,ENSG00000213928
Gpr89,ENSG00000188092
Cby1,ENSG00000100211
Mx2,ENSG00000157601
Cd5,ENSG00000110448
Grhl1,ENSG00000134317
Xpo1,ENSG00000082898
Zbtb25,ENSG00000089775
Vstm4,ENSG00000165633
Otof,ENSG00000115155
Cflar,ENSG00000003402
Cxxc5,ENSG00000171604
Kdm2b,ENSG00000089094
Sdc3,ENSG00000162512
Wdr34,ENSG00000119333
Cspg5,ENSG00000114646
Cldn7,ENSG00000181885
Pecr,ENSG00000115425
Ccser1,ENSG00000184305
Aldh16a1,ENSG00000161618
Rasa1,ENSG00000145715
Spg21,ENSG00000090487
Aifm3,ENSG00000183773
Zmynd12,ENSG00000066185
AI593442,ENSG00000185742
Ugt1a6a,ENSG00000167165
Pald1,ENSG00000107719
Timm44,ENSG00000104980
Tmem107,ENSG00000179029
Mtch1,ENSG00000137409
Tcp1,ENSG00000120438
Usp37,ENSG00000135913
Ptges2,ENSG00000148334
Dicer1,ENSG00000100697
Zfp454,ENSG00000178187
Zfyve28,ENSG00000159733
Sec61a2,ENSG00000065665
Tbrg1,ENSG00000154144
Dkk2,ENSG00000155011
Fam83g,ENSG00000188522
Polr1a,ENSG00000068654
Hexim1,ENSG00000186834
Tprgl,ENSG00000158109
Mis12,ENSG00000167842
Gas8,ENSG00000141013
Ak7,ENSG00000140057
Slc30a7,ENSG00000162695
Derl1,ENSG00000136986
Agpat3,ENSG00000160216
Kctd17,ENSG00000100379
Flt3l,ENSG00000090554
Utp14b,ENSG00000156697
Myl6b,ENSG00000196465
Car2,ENSG00000104267
Lpar2,ENSG00000064547
Pcgf1,ENSG00000115289
Sstr4,ENSG00000132671
Src,ENSG00000197122
Catsperg1,ENSG00000099338
Lgals3bp,ENSG00000108679
Rtp4,ENSG00000136514
2210016F16Rik,ENSG00000165118
Lamb1,ENSG00000091136
Eif3c,ENSG00000184110
Map3k19,ENSG00000176601
Chchd10,ENSG00000250479
Pigo,ENSG00000165282
Immt,ENSG00000132305
Mmaa,ENSG00000151611
Mgll,ENSG00000074416
Riok2,ENSG00000058729
Tubg2,ENSG00000037042
Lima1,ENSG00000050405
Ccdc101,ENSG00000176476
Fam58b,ENSG00000262919
Ebf1,ENSG00000164330
Poc1a,ENSG00000164087
Uggt2,ENSG00000102595
Clns1a,ENSG00000074201
Rnh1,ENSG00000023191
Cdkn2b,ENSG00000147883
Gorab,ENSG00000120370
Dmkn,ENSG00000161249
Ppme1,ENSG00000214517
Slurp1,ENSG00000126233
Aldoc,ENSG00000109107
Ankmy2,ENSG00000106524
Klhl41,ENSG00000239474
Tspan33,ENSG00000158457
Tjp2,ENSG00000119139
Atf6b,ENSG00000213676
Naglu,ENSG00000108784
Rfwd2,ENSG00000143207
Akr1a1,ENSG00000117448
Actn4,ENSG00000130402
Serpine1,ENSG00000106366
Dlg1,ENSG00000075711
Csnk1g1,ENSG00000169118
Sel1l,ENSG00000071537
Abcc10,ENSG00000124574
Dnah2,ENSG00000183914
Rplp2-ps1,ENSG00000177600
Elmsan1,ENSG00000156030
Uso1,ENSG00000138768
Coprs,ENSG00000172301
Zfp131,ENSG00000172262
Mat2a,ENSG00000168906
Kcnk13,ENSG00000152315
Rps6ka3,ENSG00000177189
Ptplad2,ENSG00000188921
Hif1an,ENSG00000166135
Cpne3,ENSG00000085719
Nol6,ENSG00000165271
Ralgapb,ENSG00000170471
Cldn6,ENSG00000184697
Psmg1,ENSG00000183527
Poc5,ENSG00000152359
Caap1,ENSG00000120159
Ago4,ENSG00000134698
Lgi2,ENSG00000153012
Srsf5,ENSG00000100650
P2rx4,ENSG00000135124
Ccdc40,ENSG00000141519
Zfp91,ENSG00000186660
Dnali1,ENSG00000163879
Ireb2,ENSG00000136381
Prkaa1,ENSG00000132356
Hook2,ENSG00000095066
Oxsr1,ENSG00000172939
Slc44a4,ENSG00000204385
Aifm1,ENSG00000156709
Ino80d,ENSG00000114933
Tnks1bp1,ENSG00000149115
Aldh5a1,ENSG00000112294
Tspan15,ENSG00000099282
Fam160b1,ENSG00000151553
Mtcp1,ENSG00000214827
Ssbp2,ENSG00000145687
Ggn,ENSG00000179168
Zdhhc4,ENSG00000136247
Slc10a3,ENSG00000126903
Secisbp2l,ENSG00000138593
Tmed3,ENSG00000166557
Polr3b,ENSG00000013503
Pde8b,ENSG00000113231
Pdxp,ENSG00000241360
Map6,ENSG00000171533
Bccip,ENSG00000107949
Psmc5,ENSG00000087191
Mmp14,ENSG00000157227
Sec23a,ENSG00000100934
Gramd1b,ENSG00000023171
Hapln1,ENSG00000145681
Degs1,ENSG00000143753
Gprin3,ENSG00000185477
Gapvd1,ENSG00000165219
Cenpq,ENSG00000031691
Cox11,ENSG00000166260
Rsbn1l,ENSG00000187257
Dph7,ENSG00000148399
Ube2l3,ENSG00000185651
Slc22a5,ENSG00000197375
Slc4a5,ENSG00000188687
Idh3g,ENSG00000067829
Pum2,ENSG00000055917
4930562C15Rik,ENSG00000205832
Stx16,ENSG00000124222
Ear2,ENSG00000160113
Scyl2,ENSG00000136021
Wbp1,ENSG00000239779
Satb1,ENSG00000182568
Tram2,ENSG00000065308
Fam179a,ENSG00000189350
Traf3,ENSG00000131323
Abcc1,ENSG00000103222
Cryz,ENSG00000116791
Gabpb2,ENSG00000143458
Cenpa,ENSG00000115163
Lrrc36,ENSG00000159708
Cldn18,ENSG00000066405
Psmc1,ENSG00000100764
S100a16,ENSG00000188643
Cd4,ENSG00000010610
Larp4,ENSG00000161813
Acvr2a,ENSG00000121989
Ascc2,ENSG00000100325
A430078G23Rik,ENSG00000104880
Prps1,ENSG00000147224
Tmpo,ENSG00000120802
Ptk7,ENSG00000112655
Arid1b,ENSG00000049618
Zfp30,ENSG00000120784
Cfb,ENSG00000243649
Chd9,ENSG00000177200
Abhd4,ENSG00000100439
Zfp365,ENSG00000138311
Nlrx1,ENSG00000160703
Scube2,ENSG00000175356
Fam84b,ENSG00000168672
Srprb,ENSG00000144867
Mecom,ENSG00000085276
Fgfr1op2,ENSG00000111790
Exosc10,ENSG00000171824
Gpx1,ENSG00000233276
Nrbf2,ENSG00000148572
Usmg5,ENSG00000173915
Cacna1c,ENSG00000151067
Zfp446,ENSG00000083838
Sort1,ENSG00000134243
Zfp764,ENSG00000169951
Slc4a2,ENSG00000164889
Amigo1,ENSG00000181754
Tango2,ENSG00000183597
Khk,ENSG00000138030
Sdr42e1,ENSG00000184860
Dnaaf1,ENSG00000154099
Fbxo31,ENSG00000112029
Bhlhe22,ENSG00000180828
Vhl,ENSG00000134086
Zbtb33,ENSG00000177485
Golga5,ENSG00000066455
Copg1,ENSG00000181789
Bcar3,ENSG00000137936
Rhoa,ENSG00000067560
Agl,ENSG00000162688
Slc27a2,ENSG00000140284
Nrxn2,ENSG00000110076
Rbm46,ENSG00000151962
Golga4,ENSG00000144674
Slc35d1,ENSG00000116704
Arih1,ENSG00000166233
Eif4e,ENSG00000151247
Mapk15,ENSG00000181085
Tiam2,ENSG00000146426
Wfdc3,ENSG00000124116
Ube2g2,ENSG00000184787
Tcea3,ENSG00000204219
Cdc5l,ENSG00000096401
Ccdc69,ENSG00000198624
Pfkfb3,ENSG00000170525
Man2b2,ENSG00000013288
Ptrhd1,ENSG00000184924
Chp1,ENSG00000187446
Mrpl28,ENSG00000086504
Fmn1,ENSG00000248905
Rwdd1,ENSG00000111832
Rptor,ENSG00000141564
Itga10,ENSG00000143127
Pdcd6,ENSG00000249915
Cap1,ENSG00000052344
Nek5,ENSG00000197168
Samsn1,ENSG00000155307
Sh3bgrl3,ENSG00000142669
Rbl1,ENSG00000080839
Cat,ENSG00000165125
9430076C15Rik,ENSG00000146592
Ppp1r3a,ENSG00000154415
Cyfip2,ENSG00000055163
Atpaf2,ENSG00000171953
Tceal5,ENSG00000204065
Ncoa5,ENSG00000124160
Col6a1,ENSG00000142156
Hspa12a,ENSG00000165868
Psmd1,ENSG00000173692
Sh3bp5l,ENSG00000175137
Sepn1,ENSG00000162430
Plxna4,ENSG00000221866
Serpini1,ENSG00000163536
Pcif1,ENSG00000100982
Gata4,ENSG00000136574
Tbc1d16,ENSG00000167291
Lpgat1,ENSG00000123684
Rad51,ENSG00000051180
Nfx1,ENSG00000086102
Dtx3l,ENSG00000163840
Fut2,ENSG00000176920
Fam13c,ENSG00000148541
Zcchc24,ENSG00000165424
Abca2,ENSG00000107331
Abcg1,ENSG00000160179
Boc,ENSG00000144857
Phgdh,ENSG00000092621
Cox6a2,ENSG00000156885
Tmem104,ENSG00000109066
Btaf1,ENSG00000095564
Smtn,ENSG00000183963
Mbtps1,ENSG00000140943
Cenpb,ENSG00000125817
Atp11c,ENSG00000101974
Nucks1,ENSG00000069275
Jmjd1c,ENSG00000171988
Pard3b,ENSG00000116117
Galnt7,ENSG00000109586
Kiss1r,ENSG00000116014
Mrps35,ENSG00000061794
Ntf5,ENSG00000225950
Trank1,ENSG00000168016
Aff2,ENSG00000155966
Mrps24,ENSG00000062582
Rgs3,ENSG00000138835
G6pc3,ENSG00000141349
Fis1,ENSG00000214253
Cops5,ENSG00000121022
Patz1,ENSG00000100105
Slc7a3,ENSG00000165349
1700007K13Rik,ENSG00000160345
Zkscan5,ENSG00000196652
Clip1,ENSG00000130779
Arhgap32,ENSG00000134909
Wdr78,ENSG00000152763
Ccdc12,ENSG00000160799
Slc44a3,ENSG00000143036
Fzd7,ENSG00000155760
Fst,ENSG00000134363
Avpi1,ENSG00000119986
Trim45,ENSG00000134253
Iqgap1,ENSG00000140575
Hs3st1,ENSG00000002587
Sec11c,ENSG00000166562
Mapk14,ENSG00000112062
Rmnd1,ENSG00000155906
Cep95,ENSG00000258890
Slc16a2,ENSG00000147100
Camk2n1,ENSG00000162545
Elavl1,ENSG00000066044
Iqcd,ENSG00000166578
Tbc1d9b,ENSG00000197226
Zfp422,ENSG00000165512
Scmh1,ENSG00000010803
Astn2,ENSG00000148219
Ap5m1,ENSG00000053770
Vps13d,ENSG00000048707
Ttbk2,ENSG00000128881
Smpd1,ENSG00000166311
Rai1,ENSG00000108557
Slco4a1,ENSG00000101187
Dcaf15,ENSG00000132017
Snurf,ENSG00000273173
Adck3,ENSG00000163050
Msl2,ENSG00000174579
Espn,ENSG00000187017
Spag16,ENSG00000144451
Tmtc2,ENSG00000179104
Pcolce,ENSG00000106333
Pfdn1,ENSG00000113068
Osgep,ENSG00000092094
Slc36a4,ENSG00000180773
Mzt1,ENSG00000204899
Cox7a2,ENSG00000112695
Gnaz,ENSG00000128266
Zbtb1,ENSG00000126804
R3hcc1l,ENSG00000166024
Bckdk,ENSG00000103507
Scaf8,ENSG00000213079
4632428N05Rik,ENSG00000107738
Zbtb39,ENSG00000166860
C2cd3,ENSG00000168014
Rbpj,ENSG00000168214
Eif3j2,ENSG00000104131
Ctxn1,ENSG00000178531
Ccdc57,ENSG00000176155
Uba7,ENSG00000182179
Arhgap27,ENSG00000159314
Zfp691,ENSG00000164011
Actr5,ENSG00000101442
F8a,ENSG00000288709
Aldh6a1,ENSG00000119711
Nsmce1,ENSG00000169189
Abi1,ENSG00000136754
Mme,ENSG00000196549
Thada,ENSG00000115970
Alg8,ENSG00000159063
Cox6c,ENSG00000164919
Zfp652,ENSG00000198740
Cep78,ENSG00000148019
Smek2,ENSG00000275052
Prrx2,ENSG00000167157
Clec12b,ENSG00000256660
Tmem106c,ENSG00000134291
Arhgap33,ENSG00000004777
Nol11,ENSG00000130935
Ly6e,ENSG00000160932
Mybbp1a,ENSG00000132382
Rnpepl1,ENSG00000142327
Lsm2,ENSG00000204392
Erich2,ENSG00000204334
Egfl8,ENSG00000241404
Dctn6,ENSG00000104671
Usp53,ENSG00000145390
Znrd1,ENSG00000066379
Mtif2,ENSG00000085760
Reep2,ENSG00000132563
Hunk,ENSG00000142149
Senp8,ENSG00000166192
Fbxo38,ENSG00000145868
Arhgef12,ENSG00000196914
Prmt7,ENSG00000132600
Rangrf,ENSG00000108961
Sorbs3,ENSG00000120896
Zfp251,ENSG00000198169
Avl9,ENSG00000105778
Otud4,ENSG00000164164
Gm7102,ENSG00000168303
Mrps31,ENSG00000102738
Rbm26,ENSG00000139746
Marcksl1,ENSG00000175130
Cpn1,ENSG00000120054
Ptpn18,ENSG00000072135
Bphl,ENSG00000137274
Rnf166,ENSG00000158717
Rfk,ENSG00000135002
Sema6a,ENSG00000092421
Leprel4,ENSG00000141696
Ripk4,ENSG00000183421
Tmem204,ENSG00000131634
Efcab2,ENSG00000203666
Sipa1l1,ENSG00000197555
Ercc1,ENSG00000012061
Ccdc22,ENSG00000101997
Fgf2,ENSG00000138685
Ndufa2,ENSG00000131495
Tomm40,ENSG00000130204
Vrk2,ENSG00000028116
Set,ENSG00000230667
Ago1,ENSG00000092847
Pbk,ENSG00000168078
Pik3r2,ENSG00000105647
2410131K14Rik,ENSG00000111412
Siae,ENSG00000110013
Cox10,ENSG00000006695
Tnks,ENSG00000173273
Tead1,ENSG00000187079
Lrrc48,ENSG00000171962
Fam222b,ENSG00000173065
Kcnk6,ENSG00000099337
Ppwd1,ENSG00000113593
Ptpn5,ENSG00000110786
Itgav,ENSG00000138448
Smc2,ENSG00000136824
Psmb10,ENSG00000205220
Cgnl1,ENSG00000128849
3110082I17Rik,ENSG00000146540
Slc16a10,ENSG00000112394
Cbfa2t2,ENSG00000078699
Tfeb,ENSG00000112561
Uqcc2,ENSG00000137288
Pcgf3,ENSG00000185619
Clca3,ENSG00000016490
Zfp647,ENSG00000196150
Hcn2,ENSG00000099822
Rae1,ENSG00000101146
Scaper,ENSG00000140386
Rbm24,ENSG00000112183
Agap1,ENSG00000157985
Cops4,ENSG00000138663
Pbx1,ENSG00000185630
Mnd1,ENSG00000121211
Phc3,ENSG00000173889
Aif1,ENSG00000204472
Med13,ENSG00000108510
P2rx5,ENSG00000083454
Trmt61a,ENSG00000166166
Zfp106,ENSG00000103994
Ppcdc,ENSG00000138621
Baiap2l1,ENSG00000006453
Zbtb41,ENSG00000177888
L2hgdh,ENSG00000087299
Dnajc7,ENSG00000168259
Ly86,ENSG00000112799
Cnot1,ENSG00000125107
Glb1l3,ENSG00000166105
4921524J17Rik,ENSG00000155330
Mia,ENSG00000261857
Zbtb24,ENSG00000112365
Trim63,ENSG00000158022
Slc35a1,ENSG00000164414
Adar,ENSG00000160710
Il13ra1,ENSG00000131724
Zfp738,ENSG00000196081
Pvrl4,ENSG00000143217
Hps1,ENSG00000107521
Six1,ENSG00000126778
Tex10,ENSG00000136891
Rundc3a,ENSG00000108309
Nexn,ENSG00000162614
Acot11,ENSG00000162390
Stau1,ENSG00000124214
Pcdhb3,ENSG00000113205
Cox14,ENSG00000178449
Wdr5,ENSG00000196363
Xaf1,ENSG00000132530
Ick,ENSG00000112144
Nipa2,ENSG00000140157
Abhd12,ENSG00000100997
Col11a1,ENSG00000060718
Ankrd1,ENSG00000148677
Syf2,ENSG00000117614
Adamts9,ENSG00000163638
Ints3,ENSG00000143624
Cdc16,ENSG00000130177
Acy3,ENSG00000132744
Tmbim1,ENSG00000135926
2810004N23Rik,ENSG00000143633
Map3k14,ENSG00000006062
Parp10,ENSG00000178685
Sfr1,ENSG00000156384
Strada,ENSG00000266173
Ftl1,ENSG00000087086
Strn4,ENSG00000090372
Itgae,ENSG00000083457
Tec,ENSG00000135605
Sec13,ENSG00000157020
Sox4,ENSG00000124766
Hpn,ENSG00000105707
Acot2,ENSG00000184227
Fry,ENSG00000073910
Dnajc15,ENSG00000120675
Hps5,ENSG00000110756
Tle6,ENSG00000104953
Hapln3,ENSG00000140511
Cep41,ENSG00000106477
Kif3c,ENSG00000084731
2010012O05Rik,ENSG00000166275
Wrn,ENSG00000165392
Nop14,ENSG00000087269
Muc1,ENSG00000185499
Vti1b,ENSG00000100568
Pcsk5,ENSG00000099139
Slc25a36,ENSG00000114120
Eif2ak2,ENSG00000055332
Rxra,ENSG00000186350
Armcx3,ENSG00000102401
Pdcd2,ENSG00000071994
Gtf2ird2,ENSG00000174428
2310045N01Rik,ENSG00000254901
Gtf3a,ENSG00000122034
Ccdc85c,ENSG00000205476
Arpc2,ENSG00000163466
Kank2,ENSG00000197256
Hipk4,ENSG00000160396
Ifit2,ENSG00000119922
Atg4b,ENSG00000168397
Mtdh,ENSG00000147649
Grasp,ENSG00000161835
Ifnar2,ENSG00000159110
Irx5,ENSG00000176842
Anxa6,ENSG00000197043
Rnf41,ENSG00000181852
Stx5a,ENSG00000162236
Klhdc10,ENSG00000128607
Rps6ka2,ENSG00000071242
Ttc16,ENSG00000167094
Dync1li1,ENSG00000144635
U2af1,ENSG00000160201
Btc,ENSG00000174808
Meis2,ENSG00000134138
Ppif,ENSG00000108179
Pqlc3,ENSG00000162976
Cd3g,ENSG00000160654
Shisa9,ENSG00000237515
Tekt4,ENSG00000163060
Ythdf3,ENSG00000185728
Atf2,ENSG00000115966
Ndufb9,ENSG00000147684
Echdc2,ENSG00000121310
Ncbp1,ENSG00000136937
Ptprj,ENSG00000149177
Tubgcp2,ENSG00000130640
Slc27a3,ENSG00000143554
Hdlbp,ENSG00000115677
Ube2e3,ENSG00000170035
Phpt1,ENSG00000054148
Cdpf1,ENSG00000205643
Snapc1,ENSG00000023608
Apc2,ENSG00000115266
Clip3,ENSG00000105270
Cars,ENSG00000110619
Metap2,ENSG00000111142
1700101E01Rik,ENSG00000188523
Zfp830,ENSG00000198783
Agtr2,ENSG00000180772
Mbtd1,ENSG00000011258
Creb3l4,ENSG00000143578
Nip7,ENSG00000132603
Daw1,ENSG00000123977
Gm527,ENSG00000179476
D16Ertd472e,ENSG00000154642
Pcbp3,ENSG00000183570
Hsdl1,ENSG00000103160
Zfpm1,ENSG00000179588
E2f6,ENSG00000169016
Gpr107,ENSG00000148358
Eps8l2,ENSG00000177106
Ttc30a1,ENSG00000197557
Dcaf10,ENSG00000122741
Lrig3,ENSG00000139263
Pex7,ENSG00000112357
Ap2a1,ENSG00000196961
Ggcx,ENSG00000115486
Rela,ENSG00000173039
Ephb2,ENSG00000133216
D19Bwg1357e,ENSG00000080608
Pabpc1,ENSG00000070756
Katnal1,ENSG00000102781
G0s2,ENSG00000123689
Ict1,ENSG00000167862
Tst,ENSG00000128311
