Mouse Gene Ranked,Mouse Gene Unranked,Human Ortholog Gene Symbol
Ggcx,G6pc3,ENSG00000141349
BC100451,Rgs3,ENSG00000138835
Rela,Fis1,ENSG00000214253
Ephb2,2810454H06Rik,not found
D19Bwg1357e,Trank1,ENSG00000168016
Pabpc1,Aff2,ENSG00000155966
Katnal1,Jmjd1c,ENSG00000171988
G0s2,Cops5,ENSG00000121022
Kctd12b,1700007K13Rik,ENSG00000160345
Ict1,Zkscan5,ENSG00000196652
Tst,Ccdc12,ENSG00000160799
Armcx2,2610524H06Rik,not found
Areg,Patz1,ENSG00000100105
Ccdc151,Wdr78,ENSG00000152763
Esyt3,Slc44a3,ENSG00000143036
Fancb,Slc7a3,ENSG00000165349
2900005J15Rik,Sec11c,ENSG00000166562
Fbxo48,Clip1,ENSG00000130779
Tspan32,Avpi1,ENSG00000119986
Zfp750,Fst,ENSG00000134363
Whsc1,Arhgap32,ENSG00000134909
Sdf2l1,Hs3st1,ENSG00000002587
Fahd2a,3110009E18Rik,not found
Vps45,Trim45,ENSG00000134253
Krt18,Fzd7,ENSG00000155760
5031414D18Rik,Camk2n1,ENSG00000162545
Lrrc14,Iqgap1,ENSG00000140575
Ptpra,Mapk14,ENSG00000112062
Smarcal1,Iqcd,ENSG00000166578
Mgst3,Cep95,ENSG00000258890
Hectd2,Elavl1,ENSG00000066044
Metrn,Astn2,ENSG00000148219
Matn4,Zfp422,ENSG00000165512
Carm1,Slc16a2,ENSG00000147100
Hif1a,Rmnd1,ENSG00000155906
Etv1,Ap5m1,ENSG00000053770
Alg12,Ttbk2,ENSG00000128881
Rps6kb1,Tbc1d9b,ENSG00000197226
Pithd1,Scmh1,ENSG00000010803
Zfp2,Smpd1,ENSG00000166311
Ube2c,Slco4a1,ENSG00000101187
Sftpb,Dcaf15,ENSG00000132017
Mpst,Vps13d,ENSG00000048707
Kcnmb4,Snurf,ENSG00000273173
Tcf3,Rai1,ENSG00000108557
Rnd3,Espn,ENSG00000187017
Tyro3,Adck3,ENSG00000163050
Lrrc4,Osgep,ENSG00000092094
Mbtps2,Spag16,ENSG00000144451
Txlng,Msl2,ENSG00000174579
Limk1,Pfdn1,ENSG00000113068
Tmem29,Tmtc2,ENSG00000179104
Plxdc1,Mzt1,ENSG00000204899
Golt1a,E330011O21Rik,not found
Oaz2,Gnaz,ENSG00000128266
Sdk2,Slc36a4,ENSG00000180773
Pdgfc,Pcolce,ENSG00000106333
Trdn,Bckdk,ENSG00000103507
Fam102a,R3hcc1l,ENSG00000166024
Ctnnal1,Zbtb1,ENSG00000126804
Ncoa2,Scaf8,ENSG00000213079
Lrif1,Zbtb39,ENSG00000166860
Stard5,Rab26os,not found
Myl6,Ctxn1,ENSG00000178531
Wapal,Cox7a2,ENSG00000112695
Lyrm9,Rbpj,ENSG00000168214
Kif27,4632428N05Rik,ENSG00000107738
BC023829,Ccdc57,ENSG00000176155
Afg3l2,Eif3j2,ENSG00000104131
Arpc1a,Zfp691,ENSG00000164011
Tmem184c,Uba7,ENSG00000182179
Mybphl,Actr5,ENSG00000101442
Ubxn4,Nsmce1,ENSG00000169189
Stard4,Mar-07,error - retries exceeded
Aldh1l2,F8a,ENSG00000288709
Tnfsf13b,F8a,ENSG00000277150
Lamb2,F8a,ENSG00000288722
Gm10052,Cox6c,ENSG00000164919
Dtx1,Arhgap27,ENSG00000159314
Vps25,Aldh6a1,ENSG00000119711
Zfp939,C2cd3,ENSG00000168014
Myh14,Abi1,ENSG00000136754
Myl12a,Mme,ENSG00000196549
Adrb1,Alg8,ENSG00000159063
Micu3,Thada,ENSG00000115970
Psma1,Zfp652,ENSG00000198740
Psmd5,Arhgap33,ENSG00000004777
Podxl2,Ly6e,ENSG00000160932
Ccsap,Prrx2,ENSG00000167157
Ddx23,Tmem106c,ENSG00000134291
Lrrfip1,Cep78,ENSG00000148019
Zfp322a,Nol11,ENSG00000130935
Stx8,Lsm2,ENSG00000204392
Trim59,Egfl8,ENSG00000241404
Pqlc1,Smek2,ENSG00000275052
Mcm5,Clec12b,ENSG00000256660
1700066M21Rik,Rnpepl1,ENSG00000142327
Csmd1,Erich2,ENSG00000204334
Ankrd45,Znrd1,ENSG00000066379
Pcdhb20,Mybbp1a,ENSG00000132382
Rcn3,Dctn6,ENSG00000104671
Sp100,Hunk,ENSG00000142149
Ifi44,Mtif2,ENSG00000085760
Clptm1l,Senp8,ENSG00000166192
Ascc1,Reep2,ENSG00000132563
1700030J22Rik,Rangrf,ENSG00000108961
Cybrd1,Usp53,ENSG00000145390
P2rx6,Prmt7,ENSG00000132600
Fbxo25,Fbxo38,ENSG00000145868
Tor1aip2,Zfp251,ENSG00000198169
Mrpl1,Gm7102,ENSG00000168303
Tecrl,Avl9,ENSG00000105778
Urgcp,Otud4,ENSG00000164164
Osgin1,Mrps31,ENSG00000102738
Gdf10,Arhgef12,ENSG00000196914
Trmt10a,Marcksl1,ENSG00000175130
Sik3,Sorbs3,ENSG00000120896
Nox1,Rbm26,ENSG00000139746
Fxyd6,Bphl,ENSG00000137274
Gtf2h2,Cpn1,ENSG00000120054
Ndufb5,Ptpn18,ENSG00000072135
Kctd6,Rnf166,ENSG00000158717
Zbtb10,Tmem204,ENSG00000131634
Nup155,Efcab2,ENSG00000203666
Ncoa3,Rfk,ENSG00000135002
Hspb6,Ripk4,ENSG00000183421
Acot13,Leprel4,ENSG00000141696
Dagla,Ercc1,ENSG00000012061
Dclk1,Fgf2,ENSG00000138685
Zfp397,Sema6a,ENSG00000092421
Zfp341,Ccdc22,ENSG00000101997
Zscan20,Ndufa2,ENSG00000131495
Whsc1l1,Set,ENSG00000230667
Ect2l,Ago1,ENSG00000092847
Fkbpl,Pbk,ENSG00000168078
Sil1,2410131K14Rik,ENSG00000111412
Eif1b,Tomm40,ENSG00000130204
Lpin3,Vrk2,ENSG00000028116
Csnk2b,Sipa1l1,ENSG00000197555
Irf6,Tead1,ENSG00000187079
Elf5,Sep-04,error - retries exceeded
Mcm9,Pik3r2,ENSG00000105647
Has1,Lrrc48,ENSG00000171962
Mettl4,Rplp0,not found
Frmd4a,Cox10,ENSG00000006695
Amacr,Siae,ENSG00000110013
Tnc,Gm12669,not found
Reps1,Kcnk6,ENSG00000099337
Sat2,Tnks,ENSG00000173273
Pla2g6,Fam222b,ENSG00000173065
Moxd1,Ppwd1,ENSG00000113593
Rbm7,Ptpn5,ENSG00000110786
Npat,Psmb10,ENSG00000205220
Ube2z,9830147E19Rik,not found
Erc2,Itgav,ENSG00000138448
Cpt1c,Slc16a10,ENSG00000112394
Art3,3110082I17Rik,ENSG00000146540
Celf2,Uqcc2,ENSG00000137288
Nrd1,3110001I22Rik,not found
Cers1,Cbfa2t2,ENSG00000078699
Mrpl44,Smc2,ENSG00000136824
Las1l,Pcgf3,ENSG00000185619
Rai2,Tfeb,ENSG00000112561
Ints6,Zfp647,ENSG00000196150
Mrpl15,Clca3,ENSG00000016490
Slc24a4,Cgnl1,ENSG00000128849
Tmem132a,Cops4,ENSG00000138663
Hddc2,Hcn2,ENSG00000099822
Cpsf3,Rbm24,ENSG00000112183
Atg7,Pbx1,ENSG00000185630
Cdc14b,Rae1,ENSG00000101146
Fam227a,4632428C04Rik,not found
Rabl3,Mnd1,ENSG00000121211
St6galnac5,Aif1,ENSG00000204472
2410016O06Rik,Scaper,ENSG00000140386
Pank4,Agap1,ENSG00000157985
Tceb1,Trmt61a,ENSG00000166166
Tapbpl,Ly86,ENSG00000112799
Ndufab1,Ppcdc,ENSG00000138621
Creld1,P2rx5,ENSG00000083454
4930451C15Rik,L2hgdh,ENSG00000087299
4931406P16Rik,Phc3,ENSG00000173889
Slc25a13,Zbtb41,ENSG00000177888
Atg13,Dnajc7,ENSG00000168259
Leprotl1,Baiap2l1,ENSG00000006453
Sult5a1,Med13,ENSG00000108510
Haus3,Zfp106,ENSG00000103994
Asxl2,4921524J17Rik,ENSG00000155330
Chad,Mia,ENSG00000261857
Trmt1,Glb1l3,ENSG00000166105
Fbxo28,Trim63,ENSG00000158022
AI597479,Slc35a1,ENSG00000164414
Aqp5,Zbtb24,ENSG00000112365
Rbms2,Six1,ENSG00000126778
Tnfrsf12a,Cnot1,ENSG00000125107
Tut1,Hps1,ENSG00000107521
Xkr4,Zfp738,ENSG00000197124
Trp53cor1,Zfp738,ENSG00000214652
Ccdc170,Zfp738,ENSG00000196172
Mpnd,Zfp738,ENSG00000181450
Apoa1bp,Zfp738,ENSG00000105750
Pin4,Zfp738,ENSG00000234444
Xpo5,Zfp738,ENSG00000196081
Pik3cg,Zfp738,ENSG00000172687
Dek,Zfp738,ENSG00000197472
2810410L24Rik,Rundc3a,ENSG00000108309
Wdr19,Il13ra1,ENSG00000131724
Unc50,Tex10,ENSG00000136891
Gnas,Cox14,ENSG00000178449
Lrp6,Stau1,ENSG00000124214
Rab3gap2,Pcdhb3,ENSG00000113205
Hnrnpul1,Wdr5,ENSG00000196363
Dnajc24,Acot11,ENSG00000162390
Hbp1,Nexn,ENSG00000162614
Arf3,Gm16023,not found
Rpsa,Xaf1,ENSG00000132530
Akap7,Adar,ENSG00000160710
Atp6ap2,Ick,ENSG00000112144
Speg,Nipa2,ENSG00000140157
Esyt1,Pvrl4,ENSG00000143217
Mpp5,Ankrd1,ENSG00000148677
Megf9,2210039B01Rik,not found
Stk11ip,Abhd12,ENSG00000100997
Tmem192,Ints3,ENSG00000143624
Enthd2,Syf2,ENSG00000117614
2610528J11Rik,Cdc16,ENSG00000130177
Tpp2,Sfr1,ENSG00000156384
BC005624,Col11a1,ENSG00000060718
Acbd3,2810004N23Rik,ENSG00000143633
Atp11b,Tmbim1,ENSG00000135926
Fbxl22,Adamts9,ENSG00000163638
Pdzd2,Parp10,ENSG00000178685
Trip13,Strada,ENSG00000266173
Hdac10,Strn4,ENSG00000090372
Cab39,Sec13,ENSG00000157020
Zmym1,Acy3,ENSG00000132744
Plaa,Ftl1,ENSG00000087086
Glrx2,Hpn,ENSG00000105707
Dip2a,Sox4,ENSG00000124766
Maff,Map3k14,ENSG00000006062
Acbd6,Tec,ENSG00000135605
C1qc,Hps5,ENSG00000110756
Lgals8,Acot2,ENSG00000184227
A630089N07Rik,Acot2,ENSG00000119673
Emc7,Scd1,not found
E2f7,Itgae,ENSG00000083457
Rpl24,Cep41,ENSG00000106477
Inpp5k,Hapln3,ENSG00000140511
Stk33,Tle6,ENSG00000104953
Hnrnpa2b1,Dnajc15,ENSG00000120675
Pla2g15,Wrn,ENSG00000165392
Unc119b,2010012O05Rik,ENSG00000166275
Rexo2,Fry,ENSG00000073910
Fam126a,Nop14,ENSG00000087269
Slc16a6,Kif3c,ENSG00000084731
Adamtsl4,Muc1,ENSG00000185499
Trpc1,Armcx3,ENSG00000102401
Zcchc5,Zfp27,not found
Ppp1r15a,Gtf2ird2,ENSG00000196275
Pcdhb14,Gtf2ird2,ENSG00000174428
Trem2,Vti1b,ENSG00000100568
Msx1,Pdcd2,ENSG00000071994
Tmem261,Eif2ak2,ENSG00000055332
Nfs1,A330074K22Rik,not found
Grsf1,Slc25a36,ENSG00000114120
Chd1,Rxra,ENSG00000186350
Naa15,2310045N01Rik,ENSG00000254901
Hnrnpul2,Arpc2,ENSG00000163466
Stt3b,Ccdc85c,ENSG00000205476
Col9a3,Atg4b,ENSG00000168397
Mum1,Hipk4,ENSG00000160396
Dopey1,Kank2,ENSG00000197256
Loxl1,Pcsk5,ENSG00000099139
Cntn4,Gtf3a,ENSG00000122034
2310022A10Rik,Mtdh,ENSG00000147649
Nudt21,Grasp,ENSG00000161835
Clic5,Ifit2,ENSG00000119922
C230091D08Rik,Rnf41,ENSG00000181852
Naa25,Anxa6,ENSG00000197043
Haus5,U2af1,ENSG00000160201
Ube2n,Ifnar2,ENSG00000159110
Dap,Irx5,ENSG00000176842
Fam207a,Klhdc10,ENSG00000128607
Appbp2,Stx5a,ENSG00000162236
Nup160,Ttc16,ENSG00000167094
Hsd17b10,Btc,ENSG00000174808
Crnkl1,Meis2,ENSG00000134138
Kpna6,Cd3g,ENSG00000160654
Nosip,Pqlc3,ENSG00000162976
Zfp629,Dync1li1,ENSG00000144635
BC064078,Shisa9,ENSG00000237515
Cdh16,Ppif,ENSG00000108179
Rsl1,Ythdf3,ENSG00000185728
Gm1976,Rps6ka2,ENSG00000071242
Cnot4,Tekt4,ENSG00000163060
Cbr2,Tekt4,ENSG00000274847
Ppap2b,Atf2,ENSG00000115966
Nufip2,Ndufb9,ENSG00000147684
E330009J07Rik,Ube2e3,ENSG00000170035
Esco1,Cdpf1,ENSG00000205643
Klhl24,Slc27a3,ENSG00000143554
1700088E04Rik,Echdc2,ENSG00000121310
Tada2b,Ncbp1,ENSG00000136937
Lamtor3,Hdlbp,ENSG00000115677
Cry2,Tubgcp2,ENSG00000130640
Ccdc114,Ptprj,ENSG00000149177
Rab21,Phpt1,ENSG00000054148
Has2,Metap2,ENSG00000111142
Rmi2,Clip3,ENSG00000105270
Nek9,Zfp830,ENSG00000198783
Napa,Agtr2,ENSG00000180772
Galnt3,Cars,ENSG00000110619
Fubp3,4930519F09Rik,not found
Ndufs3,1700101E01Rik,ENSG00000188523
Cpt2,Daw1,ENSG00000123977
Rnf215,Nip7,ENSG00000132603
Ifrd2,Mbtd1,ENSG00000011258
Gstm2,Snapc1,ENSG00000023608
Inadl,Creb3l4,ENSG00000143578
Oscp1,Gm527,ENSG00000179476
Rmdn2,2610002M06Rik,not found
Adam10,Pcbp3,ENSG00000183570
Srpk2,Apc2,ENSG00000115266
Gdpd5,Hsdl1,ENSG00000103160
Ckap4,Gpr107,ENSG00000148358
9330159M07Rik,Eps8l2,ENSG00000177106
2510003E04Rik,Ttc30a1,ENSG00000196659
Etnk2,Ttc30a1,ENSG00000197557
Psmd12,Zfpm1,ENSG00000179588
St6galnac4,D16Ertd472e,ENSG00000154642
Golt1b,Dcaf10,ENSG00000122741
Hdx,Ap2a1,ENSG00000196961
Itgb8,E2f6,ENSG00000169016
Micu1,Ggcx,ENSG00000115486
Cstf1,Pex7,ENSG00000112357
Mroh1,Rela,ENSG00000173039
Nudt9,Lrig3,ENSG00000139263
Rem1,D19Bwg1357e,ENSG00000080608
Cdc42ep1,G0s2,ENSG00000123689
Fstl4,Ict1,ENSG00000167862
Cd320,Armcx2,ENSG00000184867
Aurkaip1,Ephb2,ENSG00000133216
Sep-05,Kctd12b,not found
Ipo7,Pabpc1,ENSG00000151846
Rftn2,Pabpc1,ENSG00000070756
Zmynd11,Katnal1,ENSG00000102781
Mat2b,Areg,ENSG00000109321
Tram1l1,Ccdc151,ENSG00000198003
Disp1,Tst,ENSG00000128311
Zcchc18,Fbxo48,ENSG00000204923
Pou2af1,2900005J15Rik,not found
Fcamr,Tspan32,ENSG00000064201
Epha1,Fancb,ENSG00000181544
Fam173b,Sdf2l1,ENSG00000128228
Proser1,Esyt3,ENSG00000158220
Mprip,Fahd2a,ENSG00000115042
Ppm1b,Zfp750,ENSG00000141579
Trp53rk,Krt18,ENSG00000111057
Trpv6,Ptpra,ENSG00000132670
Mgat3,Lrrc14,ENSG00000160959
Cd200,Vps45,ENSG00000136631
Dnaic2,5031414D18Rik,ENSG00000102445
Mesdc2,Smarcal1,ENSG00000138375
Axl,Metrn,ENSG00000103260
Ccdc74a,Whsc1,ENSG00000109685
Hspbp1,Mgst3,ENSG00000143198
BC026585,Hectd2,ENSG00000165338
Morf4l2,Alg12,ENSG00000182858
Lnp,Rps6kb1,ENSG00000108443
Stox2,Pithd1,ENSG00000057757
Sec24d,Etv1,ENSG00000006468
Tbc1d14,Carm1,ENSG00000142453
Dda1,Matn4,ENSG00000124159
Met,Zfp2,ENSG00000198939
Rhoq,Hif1a,ENSG00000100644
Ost4,Ube2c,ENSG00000175063
Exog,Mpst,ENSG00000128309
Cd226,Sftpb,ENSG00000168878
2010107E04Rik,Kcnmb4,ENSG00000135643
Faim3,Tmem29,ENSG00000179304
Srsf12,Tmem29,ENSG00000268350
Dok1,Rnd3,ENSG00000115963
Tmem234,Lrrc4,ENSG00000128594
Thyn1,Tyro3,ENSG00000092445
Nlgn1,Txlng,ENSG00000086712
Smdt1,Mbtps2,ENSG00000012174
Sulf1,Oaz2,ENSG00000180304
Slfn9,Plxdc1,ENSG00000161381
Ubtd1,Golt1a,ENSG00000174567
Hydin,Pdgfc,ENSG00000145431
Krr1,Limk1,ENSG00000106683
Ist1,Tcf3,ENSG00000071564
Llgl2,Trdn,ENSG00000186439
Slamf6,Fam102a,ENSG00000167106
Scgb1a1,Ncoa2,ENSG00000140396
Hoga1,Stard5,ENSG00000172345
Trim24,Lyrm9,ENSG00000232859
F13a1,Ctnnal1,ENSG00000119326
Psmd10,Myl6,ENSG00000092841
Gabrp,Lrif1,ENSG00000121931
Cmtm6,Arpc1a,ENSG00000241685
Akap11,Sdk2,ENSG00000069188
Msi2,Afg3l2,ENSG00000141385
Adnp2,Ubxn4,ENSG00000144224
Adamts14,BC023829,ENSG00000269556
Cux2,Mybphl,ENSG00000221986
Gnai2,Gm10052,not found
Npm3,Kif27,ENSG00000165115
Golph3,Wapal,ENSG00000062650
Gpld1,Tnfsf13b,ENSG00000102524
Dolk,Vps25,ENSG00000131475
Tmem154,BC100451,error - retries exceeded
Map2k3,Zfp939,not found
Mrpl46,Dtx1,ENSG00000135144
Klk14,Aldh1l2,ENSG00000136010
Ccdc64,Myl12a,not found
Zmat5,Stard4,ENSG00000164211
Haus4,Adrb1,ENSG00000043591
Gyg,Psma1,ENSG00000129084
Kif19a,Tmem184c,ENSG00000164168
Etohi1,Micu3,ENSG00000155970
Tgm2,Podxl2,ENSG00000114631
Aak1,Psmd5,ENSG00000095261
Atp6v1c2,Ccsap,ENSG00000154429
Zfp369,Trim59,ENSG00000213186
Nudcd3,Lamb2,ENSG00000172037
Pgm3,Stx8,ENSG00000170310
Ift20,Ddx23,ENSG00000174243
Csnk1a1,Lrrfip1,ENSG00000124831
Ptges3l,Pqlc1,ENSG00000122490
Pja1,Zfp322a,ENSG00000181315
Catip,1700066M21Rik,ENSG00000178074
Brwd3,Rcn3,ENSG00000142552
Zbtb43,Ankrd45,ENSG00000183831
Lipt1,Pcdhb20,ENSG00000120327
Rasa3,Mcm5,ENSG00000100297
Asna1,1700030J22Rik,ENSG00000166455
Eya3,Sp100,ENSG00000079263
Rab25,Myh14,ENSG00000105357
Fam175a,Ascc1,ENSG00000138303
Tpbg,Clptm1l,ENSG00000049656
Klk1b22,P2rx6,ENSG00000099957
Eps15l1,Fbxo25,ENSG00000147364
Usp15,Mrpl1,ENSG00000169288
Aplp1,Cybrd1,ENSG00000071967
Nhs,Tecrl,ENSG00000205678
Morf4l1,Osgin1,ENSG00000140961
BC004004,Csmd1,ENSG00000183117
Zcchc12,Fxyd6,ENSG00000137726
Serpinb8,Trmt10a,ENSG00000145331
Cdk5rap3,Gtf2h2,ENSG00000145736
Rps2,Gtf2h2,ENSG00000183474
2610306M01Rik,Sik3,ENSG00000160584
Ccdc17,Tor1aip2,ENSG00000169905
Pcdhga4,Ndufb5,ENSG00000136521
4930523C07Rik,Gdf10,ENSG00000266524
Exo5,Nox1,ENSG00000007952
C1qbp,Kctd6,ENSG00000168301
Thsd4,Zbtb10,ENSG00000205189
Atad2b,Hspb6,ENSG00000004776
Rcbtb1,Acot13,ENSG00000112304
Epg5,Ncoa3,ENSG00000124151
Stambp,Urgcp,ENSG00000106608
Zbbx,Nup155,ENSG00000113569
Spred2,Ifi44,ENSG00000137965
Tpmt,Zfp397,ENSG00000186812
Zfp229,Dagla,ENSG00000134780
Ccdc174,Dclk1,ENSG00000133083
Dctn2,Zfp341,ENSG00000131061
Tyr,Zscan20,ENSG00000121903
Akirin1,Sil1,ENSG00000120725
Pak2,Eif1b,ENSG00000114784
Vps36,Csnk2b,ENSG00000204435
Prmt10,Ect2l,ENSG00000203734
Flad1,Elf5,ENSG00000135374
Zrsr2,Lpin3,ENSG00000132793
Lyrm4,Irf6,ENSG00000117595
Ap1m2,Whsc1l1,ENSG00000147548
Zfp821,Fkbpl,ENSG00000204315
Il1rl1,Has1,ENSG00000105509
Cyp2s1,Mettl4,ENSG00000101574
Fam178a,Mcm9,ENSG00000111877
Tbl1xr1,Amacr,ENSG00000242110
Mars2,Frmd4a,ENSG00000151474
Lsm7,Sat2,ENSG00000141504
Bcl7c,Reps1,ENSG00000135597
Hyou1,Rbm7,ENSG00000076053
Gm5069,Pla2g6,ENSG00000184381
Spag8,Ube2z,ENSG00000159202
Cux1,Moxd1,ENSG00000079931
Sgpp1,Cpt1c,ENSG00000169169
Rgs10,Cers1,ENSG00000130283
Eef1g,Npat,ENSG00000149308
Gart,Erc2,ENSG00000187672
4933404O12Rik,Mrpl44,ENSG00000135900
Kif18b,Las1l,ENSG00000001497
Acaa1b,Rai2,ENSG00000131831
Spc25,Art3,ENSG00000156219
Ints1,Nrd1,ENSG00000078618
Zdhhc13,Ints6,ENSG00000102786
Nt5c2,Slc24a4,ENSG00000140090
Foxm1,Tmem132a,ENSG00000006118
Med22,Celf2,ENSG00000048740
Dhx38,Cdc14b,ENSG00000218305
Lrrc34,Cdc14b,ENSG00000081377
Mboat2,Hddc2,ENSG00000111906
Fbxo11,Atg7,ENSG00000197548
Grin1os,Tnc,ENSG00000114854
Vangl2,Rabl3,ENSG00000144840
Fras1,Cpsf3,ENSG00000119203
Atp6v1c1,Tceb1,ENSG00000154582
Bmx,Fam227a,ENSG00000184949
Tmem170b,Mrpl15,ENSG00000137547
Eif3j1,St6galnac5,ENSG00000117069
Npepl1,Tapbpl,ENSG00000139192
Ddx60,Creld1,ENSG00000163703
Eif2d,Pank4,ENSG00000157881
Bnc2,4930451C15Rik,ENSG00000187905
Aars,Ndufab1,ENSG00000004779
Ifi205,2410016O06Rik,ENSG00000170468
Acadsb,Leprotl1,ENSG00000104660
Chchd2,Chad,ENSG00000136457
Crlf1,4931406P16Rik,ENSG00000166398
A330032B11Rik,Sult5a1,ENSG00000261052
Peli1,Sult5a1,ENSG00000213648
Gpx7,Sult5a1,ENSG00000197165
Atg4d,Sult5a1,ENSG00000196502
Swi5,Tnfrsf12a,not found
Lipa,Slc25a13,ENSG00000004864
Bhlhe41,Asxl2,ENSG00000143970
Ghr,AI597479,ENSG00000135974
Aktip,Fbxo28,ENSG00000143756
Vrk3,Atg13,ENSG00000175224
Ap1s3,Trmt1,ENSG00000104907
Aarsd1,Aqp5,ENSG00000161798
Celf5,Rbms2,ENSG00000076067
Zxdc,Ccdc170,ENSG00000120262
Morc4,Tut1,ENSG00000149016
Cpeb4,Xkr4,ENSG00000206579
Ccdc19,Haus3,ENSG00000214367
Rpl5,Apoa1bp,ENSG00000163382
Fbxo32,2810410L24Rik,not found
Ethe1,Xpo5,ENSG00000124571
Tom1l2,Trp53cor1,not found
Fam162b,Pik3cg,ENSG00000105851
Prkcdbp,Dek,ENSG00000124795
Faah,Mpnd,ENSG00000008382
Cc2d1b,Unc50,ENSG00000115446
Gm16740,Wdr19,ENSG00000157796
Cep76,Dnajc24,ENSG00000170946
Gm1966,Hnrnpul1,ENSG00000105323
Dynll1,Rab3gap2,ENSG00000118873
Fndc4,Hbp1,ENSG00000105856
Iqcb1,Arf3,ENSG00000134287
Ppargc1a,Rpsa,ENSG00000288920
Slc18b1,Rpsa,ENSG00000168028
Nhlrc3,Akap7,ENSG00000118507
Ak1,Lrp6,ENSG00000070018
Nt5c,Megf9,ENSG00000106780
Caprin1,Pin4,ENSG00000102309
Yif1b,Mpp5,ENSG00000072415
Rlim,Stk11ip,ENSG00000144589
Ereg,Enthd2,ENSG00000167302
Commd6,Tmem192,ENSG00000170088
Gm12191,2610528J11Rik,ENSG00000253313
Csmd3,Speg,ENSG00000072195
Pcsk6,Gnas,ENSG00000087460
Nrp1,Trip13,ENSG00000071539
Hprt,Acbd3,ENSG00000182827
Sez6l2,Tpp2,ENSG00000134900
Zdhhc8,Fbxl22,ENSG00000197361
Kat6b,Atp11b,ENSG00000058063
Serping1,Glrx2,not found
Rnf128,Cab39,ENSG00000135932
AU040972,Zmym1,ENSG00000197056
Pi4ka,Hdac10,ENSG00000100429
Tpst1,Pdzd2,ENSG00000133401
Nmb,Maff,ENSG00000185022
2610044O15Rik8,Plaa,ENSG00000137055
Nmt1,Acbd6,ENSG00000230124
3110043O21Rik,Dip2a,ENSG00000160305
Parp12,A630089N07Rik,not found
Med31,Atp6ap2,ENSG00000182220
Polb,Lgals8,ENSG00000116977
Aimp1,Rpl24,ENSG00000114391
Dcaf11,Hnrnpa2b1,ENSG00000122566
Gpn2,Esyt1,ENSG00000139641
Rcor1,Emc7,ENSG00000134153
Brd8,E2f7,ENSG00000165891
Nsa2,Stk33,ENSG00000130413
Eif3i,Pla2g15,ENSG00000103066
Slbp,Rexo2,ENSG00000076043
Dynll2,Zcchc5,ENSG00000179300
Zbtb38,Unc119b,ENSG00000175970
Ubxn10,C1qc,ENSG00000159189
Eif4h,Trem2,ENSG00000095970
Wdr82,Pcdhb14,ENSG00000120327
Baalc,Fam126a,ENSG00000122591
Setdb2,Inpp5k,ENSG00000132376
Mtmr1,Trpc1,ENSG00000144935
Ung,Slc16a6,ENSG00000108932
Galnt13,Msx1,ENSG00000163132
Lypd2,Tmem261,ENSG00000137038
Vps9d1,Ppp1r15a,ENSG00000087074
Kif3a,Grsf1,ENSG00000132463
Wdfy1,Nfs1,ENSG00000244005
Kcnip2,Col9a3,not found
Adk,Mum1,ENSG00000160953
Tspan5,Hnrnpul2,ENSG00000214753
Rab43,Chd1,ENSG00000153922
Osr2,Loxl1,ENSG00000129038
Nsun7,Nudt21,ENSG00000167005
Podn,2310022A10Rik,ENSG00000160392
Limk2,Dopey1,ENSG00000083097
Dapp1,C230091D08Rik,not found
Krt8,Haus5,ENSG00000249115
Gm12250,Clic5,ENSG00000112782
Usp18,Adamtsl4,ENSG00000143382
1700037C18Rik,Dap,ENSG00000112977
Tnfrsf18,Cntn4,ENSG00000144619
Srpr,Naa25,ENSG00000111300
Sumo2,Ube2n,ENSG00000177889
Gm16907,Fam207a,ENSG00000160256
Ube2h,Nup160,ENSG00000030066
Kbtbd4,BC064078,not found
Map7,Naa15,ENSG00000164134
Snx11,Appbp2,ENSG00000062725
Gorasp1,Crnkl1,ENSG00000101343
C1s1,Gm1976,not found
Sec16a,Nosip,ENSG00000142546
Ccbl1,Kpna6,ENSG00000025800
Farsb,Zfp629,ENSG00000102870
Zfp646,Nufip2,ENSG00000108256
Shcbp1,Cdh16,ENSG00000166589
Dcun1d2,Cbr2,not found
Phf20l1,Rsl1,ENSG00000197013
Traip,1700088E04Rik,ENSG00000128346
Umps,Cnot4,ENSG00000080802
Lamtor4,E330009J07Rik,ENSG00000257093
Rps23,Klhl24,ENSG00000114796
3830403N18Rik,Ppap2b,ENSG00000162407
Tgfbi,Tada2b,ENSG00000173011
2900008C10Rik,Esco1,ENSG00000141446
Wasf2,Lamtor3,ENSG00000109270
Tmeff1,Stt3b,ENSG00000163527
Dnajb12,Rab21,ENSG00000080371
Rabepk,Cry2,ENSG00000121671
Nrap,Rmi2,ENSG00000175643
Thrap3,BC005624,error - retries exceeded
Nono,Nek9,ENSG00000119638
Stx19,Galnt3,ENSG00000115339
Acap1,Hsd17b10,ENSG00000072506
Mocs3,Fubp3,ENSG00000107164
Etnk1,Cpt2,ENSG00000157184
Gas7,Ndufs3,ENSG00000213619
Prpf4,Gstm2,ENSG00000134184
Cd27,Ifrd2,ENSG00000214706
Parvg,Rnf215,ENSG00000099999
4732491K20Rik,Ccdc114,not found
Dhps,Oscp1,ENSG00000116885
Zranb3,Inadl,ENSG00000132849
Aldh3b1,Srpk2,ENSG00000135250
Cenpe,Ckap4,ENSG00000136026
Eda2r,Napa,ENSG00000105402
