gene,Altemeir_16116230_Unranked,Bao_31411002_ranked,Deng_37674532_ranked,Feng_37553691,Hu_37081490_Unranked,Jia_34917127_ranked,Leikauf_21297076_Unranked,Leikauf_22447970,Leikauf_23590305_Unranked,Li_31106457_ranked,Lingappan_25003466,Lv_2621618_Unranked,Teng_33961683_ranked,Wang_30979832,Wang_37149072_Ranked,Yue_31373289_ranked,maic_score,contributors
ATP6V1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ATP6V1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
STXBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
APEH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
DBNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GANAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SRSF7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ARHGAP25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PTPRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CRLF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FLII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
A230057D06Rik,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Bao_31411002_ranked
GPR182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Altemeir_16116230_Unranked
AQP1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Altemeir_16116230_Unranked
ARG2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Altemeir_16116230_Unranked
BHLHE40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Altemeir_16116230_Unranked
BTG1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Altemeir_16116230_Unranked
CEBPB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Altemeir_16116230_Unranked
CEBPD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Altemeir_16116230_Unranked
Gadd45α,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Altemeir_16116230_Unranked
GJA1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Altemeir_16116230_Unranked
IFRD1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Altemeir_16116230_Unranked
IL1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Altemeir_16116230_Unranked
PLAUR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Altemeir_16116230_Unranked
TCF21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Altemeir_16116230_Unranked
SLC4A5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
SNX14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
MFF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
ADCY7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
Abca8a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
Rnase2a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
Gm15056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
Ces1e,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
CADPS2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
AP3M2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
GSTA5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
COBL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
FAT3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
STMN2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
SCN3A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
VSNL1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
TRIM16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
MTNR1B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
ABCC9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
COLQ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
REPS2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
PLEKHA6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
FAIM2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
IKBKE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
SCGB3A2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
PMP22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
MAP3K12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
TBC1D14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Jia_34917127_ranked
