Mouse Genes Ranked,Mouse Genes Unranked,Human Ortholog Symbol
Tagap,Ccndbp1,ENSG00000166946
Zdhhc3,Hsbp1l1,ENSG00000226742
Smarca2,Tctn1,ENSG00000204852
2810417H13Rik,F7,ENSG00000057593
Klf4,Tmem194b,ENSG00000189362
Impa2,Abhd11,ENSG00000106077
Cadm4,Mzt2,ENSG00000152082
Dnal1,Napsa,ENSG00000131400
Wnt2,Spint2,ENSG00000167642
Ndst3,Tro,ENSG00000067445
Rps6ka4,Tnn,ENSG00000067445
Myoz2,Zik1,ENSG00000171649
BC021767,Cd44,ENSG00000026508
Kif21a,Fam132a,ENSG00000184163
Eif1,Olfm4,ENSG00000102837
Col8a2,Tmem159,ENSG00000011638
Snhg1,Adamts13,ENSG00000160323
Psmg4,Hivep1,ENSG00000095951
Sec22a,Usp18,ENSG00000184979
Smap1,Gm1987,ENSG00000137077
Bend4,Pde10a,ENSG00000112541
Tm2d1,Ppp1r36,ENSG00000165807
Cdk5rap2,Lrmp,ENSG00000118308
Fam120a,Ccdc59,ENSG00000133773
Gna12,Dnph1,ENSG00000112667
Laptm4b,Swt1,ENSG00000116668
Spint2,Lrrc46,ENSG00000141294
Fcho1,Tspan8,ENSG00000127324
2610008E11Rik,Naf1,ENSG00000145414
Ndufb4,Mrpl9,ENSG00000143436
Sp5,Dlec1,ENSG00000008226
Dab2,Gpr156,ENSG00000175697
F2r,Ccdc71,ENSG00000177352
Dexi,Map9,ENSG00000164114
Zfp36l1,Armcx6,ENSG00000198960
Magohb,Pttg1ip,ENSG00000183255
1110034G24Rik,Ccdc86,ENSG00000110104
9430037G07Rik,Cenpa,ENSG00000115163
Slc26a6,Rtel1,ENSG00000258366
Dcaf6,Mtus2,ENSG00000132938
Adam28,Psrc1,ENSG00000134222
Slc9a8,Dpep2,ENSG00000167261
Atf6,Pbdc1,ENSG00000102390
Atp5c1,Wdr78,ENSG00000152763
Cog7,4933411K20Rik,ENSG00000164323
Wdr60,Cubn,ENSG00000107611
Kcna3,Cd6,ENSG00000013725
Vps37a,Apob,ENSG00000084674
Ppid,Fam101a,ENSG00000178882
Ndufa10,Bach1,ENSG00000136492
Crybg3,Brip1,ENSG00000136492
Mageh1,Ripk1,ENSG00000137275
Slc35f5,Fam120b,ENSG00000112584
B3gnt2,Tyw3,ENSG00000162623
Dis3l,Bard1,ENSG00000138376
Frmd5,Thap3,ENSG00000041988
Gtpbp10,Tspan9,ENSG00000011105
Pus3,Traf3ip3,ENSG00000009790
Col6a2,Tsr3,ENSG00000007520
Fam13b,Csf1,ENSG00000184371
Creld2,Zfp750,ENSG00000141579
Wdr76,Zfp217,ENSG00000171940
Oser1,Slfn14,ENSG00000236320
Atp5sl,Cdca5,ENSG00000146670
Prr33,Eme1,ENSG00000154920
Gtf2e2,Ciita,ENSG00000179583
Cobl,Gp5,ENSG00000178732
Eif2b1,Mycbpap,ENSG00000136449
Ciita,Ggh,ENSG00000137563
Lysmd3,Catsper2,ENSG00000166762
Matk,Bst1,ENSG00000109743
Smim5,Sun1,ENSG00000164828
Mrgbp,Clhc1,ENSG00000162994
Spa17,Slc24a1,ENSG00000074621
Scaf11,Dennd1c,ENSG00000205744
Ppp1r36,Haus2,ENSG00000137814
Popdc2,Cd3g,ENSG00000160654
Sde2,Cdca7,ENSG00000144354
Emg1,Rpap2,ENSG00000122484
Zcchc7,Vsig1,ENSG00000101842
Dgka,Gnl3,ENSG00000163938
Alg9,Helz2,ENSG00000130589
Stom,Zfp251,ENSG00000198169
Ccnj,Tfec,ENSG00000105967
Commd5,Zkscan3,ENSG00000187626
Naa10,Ankle2,ENSG00000176915
Alg13,Dnase2a,ENSG00000105612
Ado,Gm684,ENSG00000214290
Etf1,Irf9,ENSG00000213928
Btf3,C130074G19Rik,ENSG00000162817
Irf8,Prr24,ENSG00000257704
Rcor2,G6b,ENSG00000204420
B230217C12Rik,Tctex1d4,ENSG00000188396
Dstyk,Zfp13,ENSG00000122386
Sf3a1,Ccdc136,ENSG00000128596
Hmgn2,Xirp1,ENSG00000168334
Tekt1,Tap1,ENSG00000168394
Csad,Ccpg1,ENSG00000260916
Iqcg,Wdr60,ENSG00000126870
A230046K03Rik,Gen1,ENSG00000178295
Mblac2,Irak2,ENSG00000134070
Nwd2,Cxcl9,ENSG00000138755
Adcy7,Itgal,ENSG00000005844
Ankrd24,Coprs,ENSG00000172301
A930004D18Rik,Thy1,ENSG00000154096
Adra2a,Zfp334,ENSG00000198185
Pole2,Pde4c,ENSG00000105650
Zfp266,Ptprn2,ENSG00000155093
Ptn,Ggt6,ENSG00000167741
Paqr7,Ndufb6,ENSG00000165264
Fam149b,Rgs3,ENSG00000138835
Wdr31,F2rl2,ENSG00000164220
Eid2,Spata18,ENSG00000163071
Pink1,Mybbp1a,ENSG00000132382
Acadm,Car9,ENSG00000107159
Ppp2r4,Fbxw10,ENSG00000171931
Ddx18,Ccdc82,ENSG00000149231
Eif4g2,Enthd2,ENSG00000167302
Gm13298,Mgme1,ENSG00000125871
Stxbp4,Cep89,ENSG00000121289
Piezo1,Cd79a,ENSG00000105369
Isg20l2,Cfi,ENSG00000205403
Odf2l,Ahr,ENSG00000106546
Map4k5,Shroom3,ENSG00000138771
1700003M02Rik,Zfp646,ENSG00000167395
Tex26,Adam28,ENSG00000042980
Gtpbp6,Gcfc2,ENSG00000005436
Sf3b5,Lrrc34,ENSG00000171757
Zfp592,Zfp7,ENSG00000147789
Elovl5,Usp42,ENSG00000106346
Ssu2,Plau,ENSG00000122861
Wsb1,Adam33,ENSG00000149451
Ddx42,2010015L04Rik,ENSG00000142609
Parp9,Xcr1,ENSG00000173578
Pla2g1b,Mettl18,ENSG00000171806
Ska2,Oraov1,ENSG00000149716
2610001J05Rik,Edn1,ENSG00000078401
Cd300lg,Irf3,ENSG00000126456
Traf6,Ahi1,ENSG00000135541
Mtg2,Lca5,ENSG00000135338
Kntc1,Itgae,ENSG00000083457
Gm4532,Nlrc3,ENSG00000167984
Sox6,Tmem26,ENSG00000196932
Sugp1,Cers4,ENSG00000090661
Rtfdc1,Efcc1,ENSG00000114654
Pradc1,Iqub,ENSG00000164675
Slc24a1,Tspyl2,ENSG00000184205
Pcdhb22,Mrps2,ENSG00000122140
Cipc,Ccdc122,ENSG00000151773
Myo1e,Ces2g,ENSG00000172831
Rnf6,Spag1,ENSG00000104450
Hspa14,Zfp37,ENSG00000136866
Gpx8,Mdm1,ENSG00000111554
Noc3l,Ccdc108,ENSG00000181378
Kynu,2700049A03Rik,ENSG00000100578
Ube2w,Cst3,ENSG00000101439
Zfp119b,Ccdc34,ENSG00000109881
Frg1,Tmem213,ENSG00000214128
A430035B10Rik,Surf2,ENSG00000148291
Gm1661,Rad52,ENSG00000002016
Mllt11,Fam207a,ENSG00000160256
Riok1,Tor1aip1,ENSG00000143337
Prdx1,Slx4ip,ENSG00000149346
Phex,Mapk15,ENSG00000181085
Mcidas,Dsn1,ENSG00000149636
Cd48,Zkscan7,ENSG00000196345
Slc25a35,Parpbp,ENSG00000185480
Cmtm4,Fam92b,ENSG00000153789
Col4a4,Ecm1,ENSG00000143369
Vash1,Isg20,ENSG00000172183
Zdhhc9,Fndc1,ENSG00000164694
Gm2a,Areg,ENSG00000109321
Ppp2r3a,Abi3bp,ENSG00000154175
Gchfr,Rftn1,ENSG00000131378
Ankrd40,Ehbp1l1,ENSG00000173442
Mlf1,Map6,ENSG00000171533
Tmf1,Klhdc7a,ENSG00000179023
Pcca,Stat2,ENSG00000170581
Synrg,Vsig10l,ENSG00000186806
Trappc8,Gabre,ENSG00000102287
1190002F15Rik,P2rx5,ENSG00000083454
Pdgfrl,Tor1aip2,ENSG00000169905
Prdm5,Ubxn10,ENSG00000162543
Rasd2,Atad5,ENSG00000176208
Phax,Il10rb,ENSG00000243646
Ahnak,1700040L02Rik,ENSG00000183346
Gm17644,Cep57l1,ENSG00000183137
Ndufb6,Clec4n,ENSG00000205846
Hint2,Serpinb9,ENSG00000170542
Tesk2,Bhlhe41,ENSG00000123095
Slx1b,Akap9,ENSG00000127914
Akap13,Tmem173,ENSG00000184584
Peg3os,Xkr8,ENSG00000158156
Wnt4,Emr1,ENSG00000174837
Abi2,Aurkaip1,ENSG00000175756
Stim1,Aip,ENSG00000175756
Dgcr14,Polm,ENSG00000122678
Tcf12,Aqp9,ENSG00000103569
Nap1l5,Slirp,ENSG00000119705
Tmed2,Lrp11,ENSG00000120256
Rbm42,F5,ENSG00000198734
Rnf139,Cobll1,ENSG00000082438
Ttc17,Dusp11,ENSG00000144048
Zcchc8,Efhb,ENSG00000163576
Scyl3,Thumpd2,ENSG00000138050
Ppp4c,Ccdc66,ENSG00000180376
Dpep1,AI661453,ENSG00000188112
Psma5,Cyb5r3,ENSG00000100243
Ppp6r3,Rnaset2b,ENSG00000026297
Rpl8,Mitf,ENSG00000160180
Scamp2,Rnaset2a,ENSG00000026297
Fat2,Basp1,ENSG00000176788
Bcl2l14,Akap2,ENSG00000157654
Ddr2,Il1r1,ENSG00000115594
Thoc5,Ppp1r14a,ENSG00000167641
Aurka,Fam198a,ENSG00000144649
Rabggta,Zscan26,ENSG00000197062
Osbpl9,Neu2,ENSG00000115488
4930427A07Rik,Marcks,ENSG00000277443
Slitrk6,Rsph3b,ENSG00000130363
Pid1,Acy3,ENSG00000132744
Sep-01,Apobec1,ENSG00000111701
Trmt61b,Mkrn3,ENSG00000179455
Cdkn1a,Lyve1,ENSG00000133800
2310007L24Rik,3110040N11Rik,ENSG00000169609
Adipor1,Ggact,ENSG00000134864
Alcam,Ctc1,ENSG00000178971
Ybx3,Pcsk4,ENSG00000115257
Grtp1,Themis2,ENSG00000130775
Zfp511,Zbtb32,ENSG00000011590
Galnt12,Lag3,ENSG00000089692
Pex13,Ramp2,ENSG00000131477
Fkbp10,Dnase1l1,ENSG00000013563
Prr15,Ccdc170,ENSG00000120262
Tmem8,Lrif1,ENSG00000121931
Bst1,Bcl2l14,ENSG00000121380
Cirbp,Nfatc2ip,ENSG00000176953
Ap4b1,Gpr97,ENSG00000182885
BC017643,5830415F09Rik,ENSG00000136932
Cxcr3,Dnajc4,ENSG00000110011
Orc6,Bbs12,ENSG00000181004
Ppil6,Nedd4,ENSG00000069869
9130011E15Rik,Tipin,ENSG00000075131
L3mbtl3,Gbp3,ENSG00000162654
Ofd1,Mrps23,ENSG00000181610
Coro1b,Scaf11,ENSG00000139218
Pdpr,Fam174a,ENSG00000174132
Fam92b,Rsph3a,ENSG00000130363
Nsd1,Zcchc18,ENSG00000174460
Eef1d,Mthfsd,ENSG00000103248
Stambpl1,Foxl1,ENSG00000176678
M6pr,Gm2a,ENSG00000196743
Tsta3,Esco2,ENSG00000171320
Mfap1a,Cytl1,ENSG00000170891
Zswim1,Prob1,ENSG00000228672
Iqgap3,Cxcl10,ENSG00000169245
Fbxl4,Rarres1,ENSG00000118849
Casq2,Cox7a1,ENSG00000161281
Srfbp1,Evc,ENSG00000072840
Psmb3,Slc19a3,ENSG00000135917
Rpap2,Icos,ENSG00000163600
Cenpv,Nxpe2,ENSG00000204361
Actr3,Gzma,ENSG00000145649
Gtf2e1,Rnf186,ENSG00000178828
E030024N20Rik,Il17ra,ENSG00000177663
Ntn3,Synm,ENSG00000182253
Ppap2c,F11r,ENSG00000158769
Pde1a,Utp14b,ENSG00000156697
Slc15a2,Il17re,ENSG00000163701
Zfp964,Trim21,ENSG00000132109
Gm13157,Slc44a5,ENSG00000137968
Cbl,Trp53i13,ENSG00000167543
Nisch,Fuom,ENSG00000148803
Pef1,1810037I17Rik,ENSG00000164096
Cad,Cox6b2,ENSG00000160471
BC065397,1700001C02Rik,ENSG00000173557
Pdk4,Timm21,ENSG00000075336
Tnfrsf23,AU021092,ENSG00000153446
Kcnab1,Cxx1b,ENSG00000134590
Ctr9,Cxx1a,ENSG00000134590
Ipmk,Cnst,ENSG00000162852
Rbm18,Mylk3,ENSG00000140795
Coq7,Cd79b,ENSG00000007312
Myl7,Cox8a,ENSG00000176340
Ppp3ca,Mrpl54,ENSG00000183617
Ccdc107,Hfe,ENSG00000010704
Ctsd,Peg12,ENSG00000165879
Map4k1,Tceanc,ENSG00000176896
Prom1,Ctsw,ENSG00000172543
Mdga1,Myct1,ENSG00000120279
Nfib,Pom121,ENSG00000272391
AI414108,H1fx,ENSG00000184897
Klk8,Glipr1,ENSG00000139278
Bnip3,Plb1,ENSG00000163803
Tnnc1,Arhgap11a,ENSG00000198826
Stk35,Rinl,ENSG00000187994
Ebp,Tnfrsf11a,ENSG00000141655
Rab13,Fhad1,ENSG00000142621
Hectd3,1700026L06Rik,ENSG00000165698
Dnm3,Wrn,ENSG00000165392
Dusp11,Tmem69,ENSG00000159596
Zmat4,Rgag1,ENSG00000243978
Ptpmt1,B3gnt3,ENSG00000179913
Ano8,Bmp3,ENSG00000152785
Cdc37l1,Tctn2,ENSG00000168778
Zbtb2,Cdk5rap2,ENSG00000136861
Relt,Phf7,ENSG00000010318
Grb7,Zfp518a,ENSG00000177853
Alkbh3,Tsen2,ENSG00000154743
1700029J07Rik,Mdh1b,ENSG00000138400
Pcmt1,Sult2b1,ENSG00000088002
Cdan1,Cd274,ENSG00000120217
Clcn5,Atpif1,ENSG00000130770
Smarcc1,Vrk2,ENSG00000028116
Mrps33,Gm16039,ENSG00000219545
Adck4,Eci1,ENSG00000167969
Pigv,Mlip,ENSG00000146147
Pnpla6,Lgals3bp,ENSG00000108679
Mbnl3,4930451C15Rik,ENSG00000187905
Lrrc45,Ticrr,ENSG00000140534
Ywhae,Gal3st2,ENSG00000154252
Myh6,Rilp,ENSG00000167705
Anxa8,Thbd,ENSG00000178726
Nrk,Rtkn2,ENSG00000182010
Vta1,Gbp7,ENSG00000162654
Asns,Mis18a,ENSG00000159055
Sugct,Serping1,ENSG00000149131
Rimklb,Ercc5,ENSG00000134899
Nphp1,Fadd,ENSG00000168040
Gpr173,Ccsap,ENSG00000154429
Rasl12,Rexo4,ENSG00000148300
Arhgef11,Il34,ENSG00000157368
Cdkn1b,Mfsd6l,ENSG00000185156
Cdh4,Slc38a10,ENSG00000157637
5830428M24Rik,Cd28,ENSG00000178562
Zdhhc20,Knstrn,ENSG00000128944
Rnmt,Abca6,ENSG00000154262
Zbtb34,Arhgap9,ENSG00000123329
Gmds,Marco,ENSG00000019169
Rab12,N4bp2,ENSG00000078177
0610012G03Rik,Cnrip1,ENSG00000119865
Chst7,Ifitm3,ENSG00000142089
Slc7a2,Zfp180,ENSG00000167384
Kctd21,Neb,ENSG00000183091
9130401M01Rik,Chchd6,ENSG00000159685
Celf4,Uty,ENSG00000183878
Agpat6,Il1b,ENSG00000125538
Ddx51,Creb3,ENSG00000107175
Kank3,S100pbp,ENSG00000116497
2300009A05Rik,Rhno1,ENSG00000171792
Fsip1,Cd93,ENSG00000125810
Cnksr3,Ccdc74a,ENSG00000163040
Cinp,Il5ra,ENSG00000091181
Arl13b,Cdipt,ENSG00000103502
Slc26a8,Vsig10,ENSG00000176834
Taf1d,Nap1l5,ENSG00000177432
E130308A19Rik,Pla2g7,ENSG00000146070
Nsun6,Lbp,ENSG00000129988
Nol10,Vwa5a,ENSG00000110002
Atp5h,Akap1,ENSG00000121057
Aldh4a1,Lrrc56,ENSG00000161328
Ctnnd1,Prlr,ENSG00000113494
Gbp7,Tor3a,ENSG00000186283
Prokr2,Igfbp6,ENSG00000167779
Zfp319,Prune2,ENSG00000106772
Clec2d,Tmem254c,ENSG00000133678
Zfp459,Tmem254b,ENSG00000133678
Rps4l,Tmem254a,ENSG00000133678
Dap3,Ccdc137,ENSG00000185298
Mad2l1,Cers1,ENSG00000130283
Gpr137b,Apoc1,ENSG00000130208
Ppp1r32,Ppp1r15b,ENSG00000158615
Grb2,1700012B09Rik,ENSG00000257057
Prrg4,Rfwd3,ENSG00000168411
Fam53b,Tagap,ENSG00000164691
Rhebl1,Bcl2l13,ENSG00000099968
Lefty1,Mcur1,ENSG00000050393
Eya1,Aven,ENSG00000169857
Narfl,Lat,ENSG00000213658
H2-Q9,9130401M01Rik,ENSG00000189376
Anapc2,Cenpp,ENSG00000188312
Wwp2,Zmym6,ENSG00000163867
Kctd20,Atp5sl,ENSG00000105341
Pogz,Stk33,ENSG00000130413
Akr1c19,Rgag4,ENSG00000242732
Irak2,Nfe2l3,ENSG00000050344
Cdt1,Eme2,ENSG00000197774
Crk,Gas2l2,ENSG00000270765
Zc3h15,Cep72,ENSG00000112877
Cdc123,Ndufc2,ENSG00000151366
Tmie,Trim34a,ENSG00000258659
Ctbp2,Lypd2,ENSG00000197353
Ska1,Plcxd1,ENSG00000182378
Bdh2,Fastkd1,ENSG00000138399
Ptgs1,Mrpl41,ENSG00000182154
Neo1,Agt,ENSG00000170430
Puf60,Mgmt,ENSG00000170430
Snrnp40,Srfbp1,ENSG00000151304
Bmp2k,Fcrla,ENSG00000132185
Man2a1,Fcrl1,ENSG00000132185
Slc25a16,Dzip1,ENSG00000134874
Farp1,Smim22,ENSG00000267795
5830418K08Rik,Zfp474,ENSG00000164185
Tcte2,Stmnd1,ENSG00000230873
Zfp949,Tnfsf13b,ENSG00000102524
Fabp7,Afmid,ENSG00000183077
Mirg,2610015P09Rik,ENSG00000163617
Snrpn,Cep164,ENSG00000110274
Cnpy3,Psap,ENSG00000197746
Zfp54,6330408A02Rik,ENSG00000185453
Sgsh,Gemin8,ENSG00000046647
Xpnpep2,Nmb,ENSG00000197696
Padi2,Cobl,ENSG00000106078
Ms4a8a,Bfsp1,ENSG00000125864
Lrch3,Lamp1,ENSG00000185896
Mx1,Il1rl1,ENSG00000115602
Slc35e2,Nsl1,ENSG00000117697
6030458C11Rik,Setdb2,ENSG00000136169
Ndufs2,Fbf1,ENSG00000188878
Tm6sf2,Fbxo6,ENSG00000116663
Atp1a1,Zfp280c,ENSG00000056277
Evc2,Sirpa,ENSG00000198053
Mrps17,Kiz,ENSG00000088970
Rictor,Fcgrt,ENSG00000104870
Gclm,Fancc,ENSG00000158169
Plag1,4931429I11Rik,ENSG00000109944
Clptm1,Snap47,ENSG00000143740
Ndufb3,Procr,ENSG00000101000
Kif1b,Swsap1,ENSG00000173928
Lyn,Tmem119,ENSG00000183160
Tpp1,Pdzd2,ENSG00000133401
Kifc3,Aim1l,ENSG00000176092
Hectd1,Lrrc26,ENSG00000184709
Tubb5,Tmem116,ENSG00000198270
Ptpla,Bank1,ENSG00000153064
Arhgef26,Evc2,ENSG00000173040
Spg11,Sde2,ENSG00000143751
Rit1,Gbp5,ENSG00000154451
Rps6kc1,2310009A05Rik,ENSG00000225973
Hilpda,1110058L19Rik,ENSG00000154079
Grin2d,Atp6v0e,ENSG00000113732
Slc39a9,Trdn,ENSG00000186439
Rps3a1,Gbp6,ENSG00000183347
Zbtb44,Them4,ENSG00000159445
Ctf1,1700020L24Rik,ENSG00000270806
Vps26a,Ccdc153,ENSG00000248712
Wash,2610020H08Rik,ENSG00000005189
Sigmar1,Ppdpf,ENSG00000125534
Lclat1,Brd8,ENSG00000112983
Camsap3,Tlr4,ENSG00000136869
Nmrk1,Dbf4,ENSG00000006634
Clec11a,Spata7,ENSG00000042317
Dhdh,Casp8,ENSG00000064012
Cd46,Htra4,ENSG00000169495
Ankrd37,Fam53a,ENSG00000174137
Cox6b2,Ranbp1,ENSG00000099901
Mrpl37,Tnfsf15,ENSG00000181634
Gm6793,Bbs10,ENSG00000179941
A630066F11Rik,Proz,ENSG00000126231
Slc22a21,Msto1,ENSG00000125459
Stard8,Sh3bgr,ENSG00000185437
Kdr,Rtn3,ENSG00000133318
Hhex,1110057K04Rik,ENSG00000118961
Wnk3,Zfyve19,ENSG00000166140
Efemp2,B2m,ENSG00000166710
Zc4h2,Gramd2,ENSG00000175318
Fbn1,Dnajc30,ENSG00000176410
9430008C03Rik,Bora,ENSG00000136122
Slc35b2,Xirp2,ENSG00000163092
Zfp866,Gbp9,ENSG00000183347
Sbk1,Mrps26,ENSG00000125901
Rad23b,Cd83,ENSG00000112149
Cacybp,Creb3l4,ENSG00000143578
Slc41a1,Cd160,ENSG00000117281
Slc2a8,Plekhn1,ENSG00000187583
Cldn8,Lcor,ENSG00000196233
Chtop,C530008M17Rik,ENSG00000109265
Ngdn,Peg3,ENSG00000198300
Zhx3,Ptprc,ENSG00000081237
Trak1,Qsox2,ENSG00000165661
Phyhip,Trmt44,ENSG00000155275
Rpl15,Mmrn2,ENSG00000173269
Gng8,Nkapl,ENSG00000189134
Papd4,Nsun7,ENSG00000179299
Nelfa,Lad1,ENSG00000159166
C920021L13Rik,Iqcd,ENSG00000166578
Zdhhc16,Fbxw4,ENSG00000107829
Gm14207,Psd4,ENSG00000125637
Trappc6b,Orc1,ENSG00000085840
Rasl11b,Clec1a,ENSG00000150048
Sirt1,Ccdc151,ENSG00000198003
Sdpr,Fam162b,ENSG00000183807
Yes1,Ly86,ENSG00000112799
1500015O10Rik,Tmem106a,ENSG00000184988
Hmgcll1,Neurl3,ENSG00000163121
Plekha6,Tex14,ENSG00000121101
Mrpl10,Il12rb2,ENSG00000081985
AI182371,Cenpo,ENSG00000138092
Mrpl19,Casp8ap2,ENSG00000118412
Il27ra,Gpr160,ENSG00000173890
Spag1,Pifo,ENSG00000173947
Rps27,Lrrn4cl,ENSG00000177363
9130008F23Rik,Ribc1,ENSG00000158423
Rassf5,Flt3l,ENSG00000090554
Atxn7l3b,Adm,ENSG00000148926
Sgol1,Fanca,ENSG00000187741
Cacfd1,Cep44,ENSG00000164118
Nr2c2ap,Pi16,ENSG00000164530
Gatsl2,Lrrc43,ENSG00000158113
Asb13,Glb1l3,ENSG00000166105
Dlst,Syne4,ENSG00000181392
Fam184a,Cd19,ENSG00000177455
Atp10a,Rfxap,ENSG00000133111
Ndel1,Coil,ENSG00000121058
Cops3,Casc1,ENSG00000118307
Mfhas1,Egf,ENSG00000138798
Dopey2,Tdp2,ENSG00000111802
Cask,Mmrn1,ENSG00000138722
Sgsm1,A430105I19Rik,ENSG00000188549
Tmem199,Mbd4,ENSG00000129071
Mmp15,Slc26a8,ENSG00000112053
Atf7ip,Herc6,ENSG00000138642
Hmces,2210016L21Rik,ENSG00000157895
Trip12,Whamm,ENSG00000156232
Gm14391,Ofd1,ENSG00000046651
Fam73b,Vimp,ENSG00000131871
Ercc6l2,Morn1,ENSG00000116151
Zfp383,Pigr,ENSG00000162896
Fndc1,Arntl2,ENSG00000029153
Ago2,Tefm,ENSG00000172171
Ackr4,Spag5,ENSG00000076382
Sufu,Mapt,ENSG00000186868
Hipk3,Fcgr1,ENSG00000150337
Kdm3a,Efcab6,ENSG00000186976
Cdyl2,Lsp1,ENSG00000130592
Clec16a,Taf1c,ENSG00000103168
Tiparp,Epsti1,ENSG00000133106
Smim22,Serpina9,ENSG00000170054
Trib3,Xkr5,ENSG00000275591
Paip2,Polrmt,ENSG00000099821
Ctcf,Cep152,ENSG00000103995
Bcl2l13,Cyp7b1,ENSG00000172817
Mcee,Plscr2,ENSG00000188313
Cdc25b,Tldc1,ENSG00000140950
Ttc19,Cd14,ENSG00000170458
Ifit3,5430416O09Rik,ENSG00000235387
Plscr4,Sntn,ENSG00000188817
Slc25a14,Cenpq,ENSG00000031691
Rbks,Tmem252,ENSG00000181778
Arfgap2,Ccpg1os,ENSG00000261652
Eci2,Gpr179,ENSG00000277399
Rpl11,2410089E03Rik,ENSG00000197603
Sh3bgrl2,Itih4,ENSG00000055955
Reep5,Recql4,ENSG00000160957
Prkci,Scnm1,ENSG00000163156
Ercc6,4930444P10Rik,ENSG00000274443
Ccdc55,Il1rl2,ENSG00000115598
Smn1,Zfp280b,ENSG00000275004
Rilpl1,Arhgef5,ENSG00000050327
Ebna1bp2,Mipol1,ENSG00000151338
Kif9,BC003965,ENSG00000174109
Pknox2,Tmem232,ENSG00000186952
Cdk4,C5ar1,ENSG00000197405
Krcc1,Morc1,ENSG00000114487
Afap1,Zfp408,ENSG00000175213
Rps3,Fcer1g,ENSG00000158869
Amz1,Prr15,ENSG00000176532
Gna14,Cep192,ENSG00000101639
Fn3krp,Il18rap,ENSG00000115607
Timp4,Adamdec1,ENSG00000134028
Chsy1,Mum1l1,ENSG00000157502
Mllt1,Oip5,ENSG00000104147
Nrg1,Ltbr,ENSG00000111321
Zfp868,Tbata,ENSG00000166220
Osbpl5,Dph7,ENSG00000148399
Mcm4,Efcab11,ENSG00000140025
8430431K14Rik,AW551984,ENSG00000110002
Siglec5,Shisa5,ENSG00000164054
Ppa1,Cx3cl1,ENSG00000006210
Zfpm2,Rbp1,ENSG00000114115
Fnta,3110062M04Rik,ENSG00000122783
Ddx54,C3ar1,ENSG00000171860
Fam181b,Rpgrip1,ENSG00000092200
Arsk,Acbd4,ENSG00000181513
Gm10094,4930503L19Rik,ENSG00000166845
Fam179b,Ccdc14,ENSG00000175455
Pick1,Rrp1,ENSG00000160214
Cln3,Nckap5,ENSG00000176771
Xkr8,2310009B15Rik,ENSG00000203724
Foxa2,Nmi,ENSG00000123609
Ahcyl1,Sowahb,ENSG00000186212
Tinagl1,E230008N13Rik,ENSG00000197816
Pgam1,Pmaip1,ENSG00000141682
Heatr6,Pglyrp1,ENSG00000008438
Syp,Cflar,ENSG00000003402
Cmah,Zkscan4,ENSG00000187626
Arfgef2,Rfesd,ENSG00000175449
Cbln3,Rhod,ENSG00000173156
Tmem231,Sparcl1,ENSG00000152583
Wdr63,Tmem71,ENSG00000165071
Ube3b,Tmem45a,ENSG00000181458
Gm14378,Prox2,ENSG00000119608
Ppil1,Cd34,ENSG00000174059
Ankra2,Helb,ENSG00000127311
Dgat2,Fetub,ENSG00000090512
Lmo1,Knop1,ENSG00000103550
Parp11,E430018J23Rik,ENSG00000169951
Hpse,Fam124b,ENSG00000124019
Nudc,Trim65,ENSG00000141569
Cxadr,Sod3,ENSG00000109610
Spg20,Cnbd2,ENSG00000149646
Ccdc93,Igsf10,ENSG00000152580
Lactb,A830010M20Rik,ENSG00000189195
Med17,Btbd8,ENSG00000189195
Mocs1,Fancm,ENSG00000187790
Echdc1,Chaf1a,ENSG00000167670
Tmem106b,Ndufa11,ENSG00000174886
Polr2l,Styxl1,ENSG00000127952
Fads2,Tapbpl,ENSG00000139192
Olfml2a,Flywch1,ENSG00000059122
Zfp36l2,Zc3h12d,ENSG00000178199
Ept1,Zfp169,ENSG00000175787
Tceb3,2810004N23Rik,ENSG00000143633
Ern1,Cass4,ENSG00000087589
Casd1,Fastkd3,ENSG00000124279
Zc3hav1l,Fam35a,ENSG00000122376
Ncaph2,Tmem154,ENSG00000170006
Gna11,Ptprj,ENSG00000149177
9230110C19Rik,Ermard,ENSG00000130023
Gpam,Tnfsf10,ENSG00000121858
Naa20,Itgb3bp,ENSG00000142856
Mtmr11,Sh2d1b1,ENSG00000198574
Pkp4,Lgals2,ENSG00000100079
Ero1lb,Mtif3,ENSG00000122033
1110038B12Rik,Clec4e,ENSG00000166523
Megf8,Pet100,ENSG00000229833
Gm9958,Spidr,ENSG00000164808
Mre11a,Fam129c,ENSG00000167483
1810043G02Rik,Cd3d,ENSG00000167286
Usp8,Prickle4,ENSG00000278224
Ttc4,Mia3,ENSG00000154305
Bmpr1a,Plk5,ENSG00000185988
Maats1,Nrk,ENSG00000123572
Sec23b,Zfp605,ENSG00000196458
Cd101,Zcchc7,ENSG00000147905
Slco1a5,R3hcc1l,ENSG00000166024
Ubxn7,B230118H07Rik,ENSG00000166352
Psmb5,4930452B06Rik,ENSG00000163689
Rps15a,Haus7,ENSG00000213397
St7l,Tmem191c,ENSG00000206140
Shroom4,Terf1,ENSG00000147601
Rabep1,1700019L03Rik,ENSG00000160401
Wdr55,Cd27,ENSG00000139193
Snrpd1,Mlph,ENSG00000115648
Suz12,Yae1d1,ENSG00000241127
